Illumicode,N,Mean GRN,Dev GRN,Mean RED,Dev RED
4230504,27,3118,790,205,95
4230544,32,6126,1250,6194,1016
4230673,34,299,130,1974,439
4230767,24,352,105,1532,401
4250020,34,5294,1348,191,77
4250022,34,4874,1077,182,84
4250040,24,3983,1145,2665,650
4250041,26,9603,2140,305,82
4250044,31,542,176,3809,568
4250059,26,262,132,161,95
4250097,30,4454,1209,210,91
4250142,29,322,148,1548,392
4250181,34,517,187,230,94
4250196,33,1242,383,18640,2260
4250309,29,399,128,3326,636
4250326,38,10991,1682,295,107
4250327,22,405,168,10269,1498
4250386,36,6979,1823,248,79
4250402,30,499,154,264,134
4250408,19,4805,1285,439,186
4250431,27,242,90,1647,477
4250491,45,292,130,7361,1386
4250600,30,2372,584,8355,1238
4250630,22,1016,266,7283,1032
4250670,28,4748,995,3503,691
4250703,33,361,123,244,109
4250767,26,7934,1901,1209,373
4260088,33,10570,2204,215,99
4260102,28,4962,975,12198,1568
4260154,34,3244,648,2222,540
4260162,23,4245,1036,214,126
4260170,42,6169,1452,3285,668
4260224,26,214,101,215,93
4260228,27,8406,1596,5848,772
4260288,28,203,77,195,135
4260382,27,4906,899,2540,579
4260437,29,8181,2033,234,108
4260484,30,5108,1120,166,58
4260577,36,10581,2300,349,124
4260736,26,4892,838,193,97
4280059,22,354,122,6552,1257
4280095,40,280,107,1772,367
4280162,27,243,100,214,80
4280204,24,6833,1192,200,87
4280242,34,256,122,3688,721
4280270,27,487,139,6552,1131
4280292,21,329,116,2998,516
4280301,25,4091,1172,820,353
4280326,34,973,233,204,82
4280341,29,4229,894,186,95
4280414,32,374,161,8928,1559
4280437,29,227,100,190,103
4280463,33,1132,328,8867,1529
4280523,21,6142,1433,4467,749
4280524,38,282,165,772,210
4280725,34,342,115,2645,637
4290091,31,217,100,213,114
4290129,34,291,176,1353,515
4290142,25,228,125,1172,403
4290209,27,2724,804,8205,1779
4290307,37,281,140,7128,1123
4290315,27,3513,1059,164,76
4290343,33,232,94,1387,421
4290369,20,2055,549,6120,1329
4290376,19,236,106,242,94
4290398,37,222,118,3175,808
4290403,31,464,146,216,111
4290438,28,4101,973,190,91
4290471,20,818,208,2509,843
4290551,28,1273,468,338,156
4290601,39,1616,488,595,288
4290609,28,303,117,262,97
4390022,30,236,156,184,81
4390097,31,6882,1239,292,106
4390114,36,8083,1951,299,87
4390162,26,289,125,4303,1230
4390180,25,292,91,216,103
4390347,26,923,245,1579,485
4390397,30,198,106,439,160
4390441,27,964,236,10126,1603
4390445,17,262,131,2514,629
4390497,32,7607,2075,272,129
4390577,32,373,176,3475,707
4390603,24,183,115,172,84
4390646,26,3756,676,213,114
4390673,32,2143,704,1061,380
4390687,24,1760,387,4576,763
4390717,24,220,61,983,310
4480035,27,373,206,1095,411
4480138,25,3862,761,2729,625
4480152,23,311,112,1333,436
4480196,27,3497,1194,184,95
4480228,30,7652,1913,320,167
4480255,18,4136,732,251,103
4480403,26,2774,612,1822,473
4480424,22,2885,500,507,168
4480487,28,3447,849,5201,1192
4480520,29,5005,1261,183,77
4480546,24,270,131,724,226
4480670,31,589,267,1137,468
4480747,43,4501,1096,2443,400
4490010,37,1179,439,180,88
4490095,46,414,128,4095,939
4490113,43,531,134,5675,1406
4490139,33,243,86,175,92
4490162,27,8927,2400,1070,453
4490192,34,473,215,6594,1251
4490255,29,427,158,2657,431
4490315,26,4017,906,241,133
4490364,28,360,164,2713,602
4490427,26,806,264,8552,994
4490438,38,3210,920,1615,452
4490470,25,199,95,221,92
4490474,23,13254,2498,367,124
4490504,24,224,173,176,82
4490703,31,842,238,247,131
4490706,41,10962,2115,345,155
4490707,20,2693,637,155,62
4490719,24,536,221,224,107
4540079,37,3751,842,191,107
4540095,22,8743,1615,213,64
4540100,27,4152,836,148,59
4540161,36,230,107,167,87
4540193,30,393,61,856,242
4540273,31,5080,1428,299,112
4540278,33,1874,493,210,121
4540292,34,8145,1605,6053,986
4540328,29,3108,592,947,306
4540332,32,237,125,3980,789
4540561,22,8676,1279,698,279
4540563,22,6068,1076,191,122
4540682,15,1344,471,573,211
4540685,37,8489,2247,267,102
4540739,37,5340,977,222,81
4560327,39,2854,735,1979,380
4560398,25,5152,721,217,105
4560440,32,259,145,159,78
4560470,23,319,138,1838,807
4560477,22,425,150,5672,789
4560523,23,201,116,208,123
4560551,27,388,136,4477,779
4560605,36,2399,666,3178,1065
4560717,24,7623,1149,5091,598
4560754,33,6943,1483,254,106
4570075,33,6696,953,255,83
4570091,31,349,118,3223,906
4570097,23,281,121,1790,548
4570132,29,898,274,408,152
4570253,36,5905,1828,262,127
4570273,18,1350,266,477,232
4570315,29,6820,1122,442,129
4570368,28,6039,1159,238,100
4570397,36,9787,1811,10379,1217
4570433,35,3323,1007,178,78
4570437,33,223,96,180,78
4570440,34,4796,1374,3818,944
4570446,25,10591,2772,3160,841
4570543,24,393,147,3931,1115
4570544,38,6080,966,281,98
4570593,17,9645,2248,8676,1104
4570609,38,5950,1102,216,83
4570754,29,221,128,1059,304
4590025,28,212,85,782,301
4590093,32,241,120,491,134
4590192,28,7477,1918,7612,1369
4590241,30,229,108,1373,382
4590324,29,3559,811,1356,553
4590332,22,183,59,157,59
4590408,27,3524,1109,1295,553
4590437,28,4104,1048,171,63
4590463,40,557,174,3297,680
4590470,23,247,100,1222,468
4590639,35,692,203,9816,2050
4590739,32,7327,1322,432,190
4590753,27,909,240,4259,854
4590754,23,1364,503,886,335
4610010,34,3032,715,6946,1171
4610014,30,200,85,183,75
4610086,26,4888,998,222,104
4610131,31,382,133,3211,844
4610148,36,1906,597,2661,658
4610176,29,6834,2353,1890,793
4610201,31,6461,1737,237,122
4610349,22,199,82,551,208
4610379,36,504,185,1635,496
4610494,26,12372,2396,365,138
4610577,24,210,96,178,82
4610670,28,1683,214,22356,2607
4610681,38,560,116,16357,2633
4610689,35,376,104,2682,739
4610743,16,9658,2232,349,101
4640047,23,5612,1287,3081,683
4640092,32,5124,927,3473,606
4640100,9,2739,483,177,111
4640132,19,259,96,584,141
4640327,38,319,141,5915,1015
4640347,31,4232,722,3969,711
4640348,33,2867,718,2588,639
4640451,41,12693,2114,6001,1174
4640541,31,2674,724,255,97
4640672,30,19419,3695,9911,1369
4640725,30,387,149,4116,812
4640730,27,1571,332,850,304
4640750,33,1363,405,1465,508
4670095,23,350,130,2676,639
4670148,26,1399,421,10808,1383
4670343,28,7529,1817,1806,535
4670392,30,4504,1167,281,128
4670397,17,493,173,3279,716
4670500,38,4689,1385,1432,451
4670551,29,3253,890,226,99
4670592,29,8622,1997,236,98
4670639,33,1319,428,11004,1852
4670647,33,8667,2004,324,158
4670754,21,3046,719,1343,385
4730136,27,325,138,2092,595
4730167,29,217,112,287,123
4730180,36,282,138,1490,417
4730196,17,527,91,7097,999
4730270,33,3162,763,199,76
4730273,24,4660,1058,223,86
4730309,35,1836,506,9211,2232
4730326,34,171,68,192,90
4730397,28,5252,1324,2224,700
4730491,26,3556,718,9655,1067
4730551,29,9189,1866,254,112
4730646,25,6258,1274,353,143
4730674,38,7595,1319,9903,2102
4760014,42,9375,2183,13998,2390
4760035,19,6180,1692,229,113
4760041,22,194,55,865,401
4760079,30,4549,856,360,180
4760093,38,4873,1571,1330,563
4760136,26,205,115,1184,323
4760180,24,512,121,3695,691
4760241,36,3615,1314,197,79
4760274,28,305,121,5422,1406
4760446,27,586,177,2992,628
4760452,31,664,350,1209,376
4760537,25,213,106,226,110
4760739,37,2892,549,1268,315
4760768,23,389,128,1409,438
4780010,37,327,139,3603,1075
4780014,23,15240,2223,7330,1108
4780019,29,4591,1040,233,64
4780035,32,3785,846,641,361
4780075,40,2877,557,202,82
4780086,30,1605,360,713,261
4780114,22,211,96,1064,260
4780239,26,344,128,3249,634
4780364,28,433,145,1615,318
4780546,35,300,138,2974,883
4780554,33,1478,345,197,79
4780653,35,11780,1767,4956,1152
4780681,29,320,191,4353,891
4780747,35,2436,531,6283,859
4810082,21,646,200,2919,320
4810093,36,2195,643,154,87
4810136,28,503,203,247,113
4810189,29,254,158,185,93
4810196,35,2354,579,1344,335
4810204,37,8294,1799,306,133
4810240,31,338,127,2493,960
4810273,34,8446,1518,257,87
4810292,23,7775,1262,1226,357
4810315,28,5659,1290,917,300
4810348,22,5063,1163,218,75
4810364,37,10542,1809,449,154
4810368,40,5273,984,9503,1468
4810411,24,9809,2570,3661,859
4810452,23,249,77,5451,1407
4810484,26,8356,2411,209,80
4810487,33,5233,1026,212,85
4810519,31,425,129,2392,551
4810600,30,205,96,212,108
4810626,22,210,90,129,74
4810630,28,4458,732,248,113
4810647,31,8783,1732,1990,513
4810735,33,480,170,6236,958
4830112,31,6150,1531,4191,897
4830154,25,6947,1526,917,264
4830184,31,372,141,2613,542
4830259,30,6556,1378,210,81
4830324,31,2689,555,16344,2613
4830332,26,672,210,1059,358
4830343,22,5975,1278,505,225
4830403,35,170,83,231,120
4830408,35,5284,1239,222,88
4830451,36,1074,231,8975,1279
4830523,31,631,155,3140,782
4830541,33,2123,521,226,114
4830544,34,251,120,1464,391
4830605,22,717,279,5050,1000
4850010,26,229,123,833,360
4850014,27,3021,841,211,121
4850022,22,1127,297,3609,993
4850053,30,290,111,1707,364
4850072,19,239,76,1139,307
4850139,24,285,87,3988,739
4850180,26,684,185,512,200
4850195,33,5275,1288,6859,1281
4850241,36,9783,2035,235,88
4850242,25,9311,1900,2542,576
4850274,29,3048,664,1612,366
4850280,34,6904,1287,333,91
4850324,34,4197,867,1144,414
4850348,26,217,95,5870,747
4850370,30,232,131,186,76
4850386,28,11212,2604,231,104
4850463,30,276,120,2334,577
4850487,20,5327,1438,176,70
4850504,34,249,94,172,94
4850561,24,4183,798,3298,821
4850615,34,5748,1421,3152,723
4850630,30,661,193,19515,3311
4850647,38,182,90,171,67
4850682,28,5878,919,7785,984
4850743,27,6318,1166,233,113
4860138,29,224,79,203,102
4860154,27,7137,1870,708,332
4860273,31,6274,1306,11265,1749
4860360,17,2085,533,1125,235
4860377,31,5250,1290,201,92
4860392,42,257,91,2946,738
4860411,29,5851,1191,199,76
4860437,31,8417,1613,7195,1156
4860474,29,2137,470,4307,1059
4860500,28,546,247,5147,1228
4860762,35,2604,600,185,102
4880019,27,5772,1563,175,84
4880059,33,7511,1870,265,96
4880192,23,6580,1643,284,149
4880228,23,1155,336,196,72
4880259,24,198,123,177,66
4880377,31,776,268,6997,1349
4880382,25,379,123,1619,357
4880398,29,14374,2326,709,195
4880484,36,332,137,4275,1129
4880491,26,397,229,2458,438
4880703,24,745,234,364,158
4880711,34,10384,1951,1939,636
4890161,45,10698,2430,11352,2281
4890162,23,1008,299,3031,491
4890167,22,196,75,231,128
4890184,29,5497,1502,458,204
4890379,30,6342,1401,247,121
4890392,39,470,137,4305,842
4890424,22,264,129,171,105
4890440,39,9587,2149,279,128
4890524,40,4996,1005,228,96
4890528,30,315,121,393,135
4890544,17,5174,1150,231,84
4890563,30,1605,383,861,292
4890647,31,280,118,1252,329
4890673,27,5344,1075,835,225
4890722,25,259,93,5425,726
4890747,28,5408,1381,243,109
4900148,26,4601,936,200,71
4900280,36,1525,448,5679,1256
4900347,42,300,116,7536,993
4900408,24,2473,507,1585,438
4900452,31,3776,793,203,107
4900458,21,5760,1068,1497,381
4900474,18,660,259,197,99
4900519,33,573,165,241,98
4900551,19,3157,635,190,78
4900594,31,5152,919,5886,690
4900619,27,1583,354,5127,1035
4900673,31,2999,763,268,124
4900768,29,3380,942,1696,436
4920066,26,6419,1836,213,74
4920068,19,914,302,499,222
4920110,25,3929,957,165,67
4920209,34,460,155,2335,753
4920242,31,213,97,161,60
4920338,30,5826,1538,305,146
4920343,20,1527,435,244,148
4920402,23,4366,1289,232,121
4920484,26,3119,610,1221,200
4920603,33,2615,548,11893,1699
4920634,36,223,89,207,76
5050068,30,10395,2042,389,148
5050093,27,569,186,11361,1144
5050142,30,467,181,216,103
5050168,32,218,75,157,89
5050181,31,7064,1208,8011,1132
5050484,33,9833,2080,1438,468
5050528,25,1474,354,12489,2405
5050546,33,4524,1031,196,78
5050672,30,6301,1676,204,88
5050678,23,397,124,6849,1023
5050687,31,302,143,4564,985
5050689,27,3426,755,2728,737
5050730,41,6338,1405,237,104
5080025,36,4018,949,201,89
5080132,25,5064,1535,231,102
5080133,35,365,130,1221,290
5080259,25,10745,2105,332,109
5080274,24,5521,822,6459,938
5080280,29,365,154,176,59
5080341,26,284,74,807,234
5080343,19,184,85,1317,442
5080360,25,2878,607,225,98
5080465,34,8253,1286,479,187
5080564,44,274,130,195,99
5080703,23,185,68,756,355
5090020,32,622,203,8245,1477
5090070,27,583,210,2905,1248
5090255,36,4869,1115,294,121
5090382,29,5006,933,257,114
5090392,29,369,147,10070,1806
5090402,23,444,177,2575,715
5090403,25,219,107,167,94
5090411,40,4208,777,3384,562
5090670,23,14336,2125,1152,335
5090743,25,709,280,221,99
5090767,27,172,114,4062,841
5130048,22,3970,767,2772,484
5130110,22,2727,729,187,65
5130193,29,378,168,4810,1167
5130196,31,237,121,4531,733
5130204,34,6041,1467,2916,657
5130274,27,278,121,1455,485
5130402,34,420,154,7497,1422
5130463,31,275,150,222,143
5130471,28,281,132,1896,498
5130482,24,4656,1111,213,117
5130538,28,394,157,223,71
5130634,20,4842,1247,252,135
5130750,31,719,182,8251,1552
5220110,31,8816,2052,5235,1110
5220170,21,2490,637,201,112
5220347,20,13437,3219,6136,1234
5220356,31,2760,725,234,104
5220358,24,344,96,171,55
5220376,34,663,229,12162,1622
5220402,24,4958,954,207,88
5220537,41,7180,1560,337,102
5220673,34,4280,919,1494,362
5220709,29,2619,626,1628,335
5260021,19,1274,254,12024,1672
5260040,31,7911,1844,1168,468
5260113,33,8543,1789,4712,1104
5260201,24,2268,677,1563,344
5260255,28,609,219,150,71
5260292,23,1526,416,988,382
5260328,35,7870,1943,347,158
5260370,21,461,128,14849,1404
5260392,24,8092,1828,320,142
5260397,31,309,127,845,258
5260414,44,8007,1859,1094,322
5260465,29,300,124,4088,730
5260523,29,7799,1460,559,233
5270095,26,3939,861,220,82
5270110,22,664,130,3999,1032
5270112,28,840,256,7750,1640
5270142,30,6351,960,257,110
5270152,32,2289,583,2485,793
5270242,34,4053,857,4074,671
5270288,25,159,68,10990,1241
5270292,16,227,105,245,103
5270368,38,8631,2009,6477,1247
5270452,32,2298,598,1877,606
5270458,19,738,148,623,244
5270470,28,3641,838,2121,702
5270491,28,321,148,4191,574
5270497,30,506,117,7187,835
5270523,16,2280,388,6347,537
5270671,19,4693,853,241,121
5270747,29,4705,1136,2563,635
5310041,29,4131,1270,190,65
5310053,24,10146,2410,226,104
5310068,18,223,94,588,267
5310075,29,189,114,1881,618
5310100,24,4571,984,2780,657
5310102,35,6460,1547,167,68
5310148,29,321,147,1893,639
5310204,35,21877,3666,5554,994
5310215,19,685,225,4173,1030
5310324,37,5524,1296,9046,1737
5310332,33,3769,1058,174,73
5310468,35,14696,2792,1142,353
5310494,33,3573,1027,17479,3422
5310561,40,949,330,1194,331
5310605,28,558,200,447,141
5310634,27,4182,1534,2219,550
5310678,29,2462,614,2172,623
5310706,23,1238,219,1636,450
5310717,20,212,80,526,212
5310753,26,7355,1065,254,68
5310767,36,306,130,296,162
5340010,42,6453,1494,4045,888
5340048,22,555,153,5760,946
5340068,25,5794,1275,3822,842
5340121,24,1191,485,173,77
5340152,32,286,136,1730,458
5340161,33,2835,539,167,67
5340435,40,5318,1427,283,110
5340615,33,7451,1555,5344,1091
5340639,31,193,69,154,58
5340706,31,2996,619,205,84
5340711,24,212,99,158,75
5340736,31,4518,1150,187,80
5360047,26,7280,1720,259,105
5360072,16,11838,2409,264,137
5360128,34,936,395,2558,790
5360180,26,294,102,2315,581
5360301,28,454,188,1587,577
5360307,15,3697,1062,140,69
5360364,44,10617,2174,2257,523
5360382,21,3583,1036,1858,832
5360487,35,245,104,334,166
5360521,25,258,129,1237,343
5360546,32,9250,1588,294,110
5360551,28,312,127,2911,925
5360603,30,1006,163,13900,2103
5390021,19,2464,365,2834,537
5390100,27,5378,1310,1830,451
5390156,35,216,131,197,113
5390176,32,5068,973,2542,650
5390209,23,7400,1331,200,77
5390215,35,192,118,182,60
5390440,18,4669,638,1302,333
5390541,30,515,176,6011,1292
5390598,31,265,112,1062,391
5390630,24,242,101,2766,648
5390689,28,3932,967,206,89
5390736,25,6058,1132,7197,1591
5420022,34,6816,1410,273,124
5420075,34,14372,2811,1256,331
5420091,23,333,130,186,108
5420102,27,4694,809,232,102
5420195,31,4254,1139,194,53
5420202,23,2197,534,5117,1293
5420300,26,191,107,3668,749
5420463,44,9548,1937,334,118
5420709,27,10473,1321,7502,826
5420739,21,216,78,192,74
5490053,37,1439,441,5451,1336
5490070,24,10297,2883,1027,323
5490072,36,712,247,4511,918
5490110,40,14764,3682,8949,1715
5490121,23,191,108,1715,490
5490154,27,179,79,1201,303
5490253,27,334,146,177,86
5490270,27,8139,1560,668,214
5490356,30,5322,1056,212,97
5490564,28,1894,480,413,166
5490653,37,10402,2197,398,134
5490673,31,8553,1629,6158,994
5550131,30,1897,602,4746,1228
5550154,34,6804,1537,329,126
5550201,23,7599,1437,301,127
5550240,29,395,153,1285,331
5550280,27,284,142,184,71
5550349,31,15570,3601,637,192
5550523,24,3696,1099,922,528
5550592,22,344,149,295,119
5550598,30,1229,506,470,234
5550673,22,208,112,417,121
5550709,39,7763,1816,3423,979
5550735,39,597,203,8888,1455
5550747,30,870,204,13716,1759
5560026,27,1748,555,203,100
5560070,30,7547,1629,245,89
5560110,13,7201,1871,311,120
5560121,29,5986,1368,248,146
5560152,29,2698,807,1652,517
5560195,30,8949,2035,236,90
5560253,25,7347,1299,1089,255
5560338,24,3553,1304,179,75
5560403,14,402,176,130,71
5560463,24,3264,930,172,63
5560470,29,3895,829,8322,900
5560520,30,239,141,222,94
5560575,26,267,111,2510,583
5560711,26,258,102,2710,688
5570093,33,3959,1079,1287,580
5570114,27,3934,1099,936,213
5570274,29,6394,1077,25492,3071
5570296,23,2765,562,166,63
5570377,23,299,141,451,251
5570400,40,1919,491,208,89
5570414,38,8712,2020,225,63
5570435,32,5725,1480,1400,449
5570477,25,8167,1696,199,72
5570523,21,11018,2777,2178,583
5570541,28,4566,1054,205,79
5670037,29,403,185,3866,499
5670128,37,5682,919,211,75
5670161,22,335,192,1281,520
5670369,39,315,139,2099,713
5670487,34,8525,1398,215,112
5670619,23,259,151,170,75
5670661,41,12386,2462,473,167
5670678,42,273,110,2880,919
5670685,37,3141,750,196,77
5720048,26,5152,1170,3246,620
5720059,46,1588,283,16047,1766
5720064,29,9996,1935,284,70
5720070,25,291,118,3263,802
5720180,22,422,129,323,133
5720184,42,13685,3315,3615,794
5720209,27,216,93,233,95
5720270,38,4258,1008,184,92
5720343,30,365,117,166,81
5720427,27,2189,562,1348,339
5720437,38,238,99,1957,571
5720441,30,7186,1276,3402,776
5720446,33,3155,849,183,96
5720598,37,5289,1005,206,102
5720626,30,11392,3050,2083,788
5720753,37,7008,1325,6094,1022
5810181,30,5936,1606,346,145
5810242,28,209,78,1470,681
5810349,16,6027,1078,190,79
5810392,26,8567,1836,210,78
5810414,34,315,128,3412,876
5810441,26,4840,900,255,101
5810452,26,195,80,1563,426
5810494,33,5698,1282,229,92
5810551,41,9979,1671,4742,941
5810634,25,2738,704,1824,541
5810669,30,410,133,190,107
5810673,16,2344,590,1377,387
5820022,17,343,132,2781,700
5820025,23,8145,1251,360,151
5820129,29,6314,1503,1567,475
5820180,31,3634,1140,857,285
5820189,37,11729,2292,292,123
5820220,23,718,177,261,93
5820224,27,250,122,1326,413
5820241,24,233,101,1235,410
5820246,24,4115,1313,192,81
5820477,33,179,78,164,89
5820500,28,6911,1106,227,114
5820523,25,151,110,177,85
5820528,32,1227,423,216,90
5820646,29,6953,1468,4651,824
5820689,40,364,124,4953,788
5820762,18,2273,533,2725,480
5820768,38,6714,1964,14224,2926
5860047,19,7401,1387,3688,498
5860088,32,523,167,1325,395
5860240,27,412,156,3738,691
5860369,29,1923,470,786,270
5860438,18,6485,1225,238,110
5860543,32,10731,3129,1404,466
5860563,34,5999,1275,179,96
5860619,35,182,90,4266,774
5860653,27,213,88,178,83
5860707,40,262,114,7933,1370
5860717,47,346,143,7045,1253
5870102,25,1363,462,735,265
5870113,31,3022,597,2477,564
5870187,30,5020,1218,220,108
5870246,36,1149,321,1864,610
5870315,35,1935,531,372,146
5870402,28,6589,1403,3504,709
5870427,23,301,73,6664,1232
5870450,27,220,96,348,141
5870465,41,9832,1841,6438,1233
5870477,46,6809,1370,256,98
5870543,33,4837,1183,2064,724
5870544,20,3722,514,207,59
5870634,23,224,87,839,321
5870747,20,6234,1777,188,59
5890026,24,6053,1001,1093,356
5890095,25,5623,971,264,98
5890164,38,3596,596,8276,1141
5890187,24,8223,1532,295,128
5890246,28,11092,1697,1283,402
5890274,25,6058,1183,291,130
5890300,30,1151,440,2059,548
5890382,21,186,66,1060,375
5890431,34,7224,1111,227,104
5890468,22,12146,2127,296,125
5890470,28,3937,1082,211,104
5890474,28,6688,1426,286,146
5890497,36,454,148,162,74
5890630,33,450,121,1727,458
5890689,26,1339,347,598,199
5890750,25,224,126,158,63
5890753,30,7656,1652,222,98
5900047,30,1718,709,185,89
5900082,22,2124,668,179,89
5900136,29,605,183,5066,869
5900215,30,1267,491,174,74
5900241,29,180,78,1000,318
5900370,33,2408,533,196,105
5900376,26,6640,1345,277,124
5900424,31,547,197,2816,715
5900563,25,2252,607,176,66
5900594,26,257,89,1005,397
5900608,19,6445,1882,412,154
5900615,36,3364,1105,2476,767
5900626,20,263,146,1816,322
5900630,32,420,154,195,91
5900639,20,6048,1020,184,74
5900753,20,7038,1222,219,100
5910041,23,302,97,2833,501
5910044,23,287,86,206,102
5910086,26,260,128,2826,594
5910102,34,10615,1939,341,121
5910121,42,534,200,186,85
5910128,36,279,103,1489,381
5910241,36,245,103,794,239
5910343,26,425,143,6036,1282
5910390,28,776,279,334,164
5910400,29,5220,1410,199,79
5910563,30,329,151,3396,788
5910609,14,5417,826,8277,1179
5910706,20,6830,1604,349,136
5960017,18,2258,413,186,120
5960097,26,178,73,826,307
5960154,36,4869,982,189,77
5960180,27,139,56,1109,459
5960278,19,2947,666,185,106
5960301,24,4731,1009,235,101
5960402,20,274,121,193,82
5960424,24,387,180,157,69
5960451,38,6435,1382,273,121
5960474,29,12326,1804,11824,1840
5960538,34,4265,1204,266,114
5960592,26,269,117,165,93
5960600,29,4888,1027,190,52
5960612,43,331,148,4662,871
5960619,36,5256,1272,4141,925
5960709,29,3862,816,251,76
6020021,30,5632,1167,5083,1072
6020129,28,222,98,1156,325
6020131,29,3228,743,4464,621
6020156,24,1005,311,254,90
6020255,31,250,128,184,106
6020333,26,6179,1599,313,118
6020382,24,257,124,1659,501
6020400,16,164,74,398,207
6020435,23,6165,1426,267,129
6020554,36,401,147,4200,1147
6020747,31,1567,505,5197,772
6020753,20,2488,495,3524,590
6020768,33,8751,1707,234,91
6040056,25,6113,1260,553,238
6040167,21,1834,606,11332,2061
6040187,27,3937,780,627,175
6040189,28,187,112,181,71
6040241,23,4666,656,193,68
6040382,33,10665,2691,1644,528
6040450,18,269,120,1310,403
6040603,26,5086,1350,1088,402
6040608,34,204,94,178,82
6040647,41,6041,1541,231,123
6040685,24,6124,1402,2003,421
6040747,32,3175,818,2705,641
6060131,32,4271,999,2325,656
6060168,35,5868,1265,225,84
6060204,33,5094,936,4074,586
6060224,26,9683,1655,330,120
6060273,26,11872,3348,401,120
6060296,35,231,114,517,235
6060300,34,351,127,2245,570
6060327,25,271,101,152,68
6060411,24,472,203,287,123
6060482,27,1393,222,151,80
6060487,24,273,112,1513,443
6060575,35,9276,2340,249,111
6060626,27,8357,1724,312,102
6100139,31,6691,1315,5086,851
6100152,32,450,180,178,99
6100240,30,730,261,1107,328
6100242,31,2527,585,1006,338
6100403,38,725,247,176,68
6100424,21,204,90,146,59
6100441,25,4545,1188,1092,314
6100484,26,424,159,2064,624
6100639,28,2865,715,3635,829
6100678,30,242,106,172,66
6100747,35,289,101,6244,1640
6100762,32,2695,785,668,213
6110035,28,234,107,2380,491
6110048,26,4885,1372,403,219
6110064,27,2293,585,10744,2074
6110093,22,8959,1928,248,99
6110112,23,10493,1694,584,186
6110114,29,398,170,244,95
6110128,36,980,332,1947,519
6110215,24,491,129,2613,724
6110338,24,11045,2854,288,126
6110390,38,3953,1168,235,87
6110398,42,5638,923,4452,697
6110438,32,3638,751,202,100
6110471,34,4112,1071,19151,3100
6110626,25,8493,1446,270,93
6110725,35,11634,2536,2715,549
6110739,30,3371,917,2147,544
6130021,27,229,169,202,95
6130132,35,8303,1579,293,108
6130193,34,219,103,6016,902
6130376,34,363,132,190,87
6130392,15,4829,1173,172,68
6130471,30,3473,867,1332,393
6130537,29,283,144,227,114
6130544,25,1506,395,477,225
6130600,29,3601,967,197,72
6130687,16,5306,816,167,72
6130747,35,241,66,2905,720
6180019,28,9002,2512,209,65
6180022,17,12561,1757,3147,760
6180040,30,3304,822,9938,1461
6180110,27,7774,1874,3989,899
6180131,37,204,96,156,64
6180138,21,198,96,154,72
6180156,22,3990,793,214,101
6180168,35,362,152,257,131
6180209,21,1210,451,161,56
6180220,25,253,59,570,225
6180324,37,9167,2049,4682,1160
6180327,28,1147,265,1643,293
6180377,35,313,116,2996,524
6180390,34,3783,975,1446,693
6180465,32,7357,1344,8376,1299
6180546,30,4206,1050,212,130
6180593,34,2816,820,187,86
6180598,24,276,128,169,83
6180630,30,1473,485,1213,291
6180722,25,336,137,4213,1156
6180762,39,3968,866,1835,675
6180767,26,6214,795,4404,791
6200156,37,4901,930,242,86
6200193,37,287,130,3978,898
6200239,40,747,216,11048,2065
6200255,22,3322,856,1514,385
6200377,31,4329,773,2006,505
6200435,23,1338,375,722,327
6200468,24,6932,1592,239,106
6220021,45,8831,2251,9688,1513
6220048,35,2502,730,551,192
6220164,32,2672,667,6647,1112
6220228,16,1485,406,185,83
6220240,26,8216,1435,1066,331
6220370,36,3494,746,207,88
6220386,28,224,103,162,70
6220519,39,1760,556,16826,2320
6220553,32,10076,2542,328,133
6220577,27,209,107,229,118
6220600,25,4158,989,175,57
6250017,29,207,89,234,112
6250019,28,2730,612,1922,340
6250025,21,2430,627,990,395
6250097,23,343,84,2397,588
6250100,24,238,92,334,171
6250133,31,6040,1484,233,100
6250187,24,471,154,3022,683
6250204,25,441,173,3796,684
6250278,38,628,165,6060,1206
6250292,36,8867,1576,241,95
6250315,28,3862,816,173,75
6250326,26,1478,485,1130,448
6250356,23,283,105,1639,383
6250373,29,8922,1622,2333,622
6250440,30,5518,1289,3069,654
6250450,42,8188,1667,7337,1111
6250451,28,1982,519,791,233
6250470,25,2351,513,654,195
6250491,26,494,240,334,173
6250523,32,1471,387,308,146
6250543,37,1051,314,10382,1785
6250561,26,236,83,748,227
6250603,34,210,83,5749,717
6270072,28,1118,230,9377,1687
6270092,29,365,134,160,66
6270113,25,159,61,1066,302
6270382,22,358,157,483,128
6270390,26,2579,1317,312,131
6270411,27,221,72,254,127
6270452,20,265,129,1789,334
6270475,25,519,183,2774,562
6270491,38,2758,797,851,354
6270541,25,8894,1207,230,117
6270554,27,461,185,4247,1286
6270561,27,2137,649,241,84
6270736,32,2737,701,1136,329
6280026,28,7905,1588,5064,1109
6280070,27,3676,986,2428,678
6280121,27,418,183,200,90
6280273,19,5073,840,218,101
6280402,34,187,75,139,69
6280465,34,287,144,1773,484
6280491,24,638,139,5925,1033
6280553,35,296,148,165,89
6280600,37,240,102,152,56
6280605,30,174,81,1866,444
6280672,34,332,87,5657,1098
6290053,27,2295,598,221,83
6290070,37,10016,1870,399,143
6290121,26,8668,1478,229,112
6290152,39,4896,811,4884,923
