Illumicode,N,Mean GRN,Dev GRN,Mean RED,Dev RED
770458,28,347,89,5451,584
770605,37,445,125,3896,932
770674,28,7496,1366,1201,403
770689,28,6726,1414,271,102
770725,35,8908,1797,215,91
770762,37,13989,1972,18051,2156
780041,37,8734,1345,516,157
780093,31,2971,679,13962,2362
780154,27,154,94,151,85
780195,31,2176,577,900,254
780228,25,5377,843,2298,461
780431,46,7104,1746,201,89
780433,32,7064,1810,2714,679
780445,43,5257,1181,26338,4628
780500,32,6218,1174,7407,1490
830017,31,3241,702,200,102
830070,30,1803,464,452,140
830091,39,256,100,6902,1711
830102,28,215,82,161,75
830184,38,6247,1410,197,68
830228,33,190,84,833,312
830326,33,9276,2127,276,82
830465,46,15349,2412,14752,1640
830482,38,2101,419,968,249
830519,33,6118,961,254,110
830592,35,7367,1363,230,73
830601,36,588,181,6017,1092
830609,36,626,241,14425,2365
830630,29,936,279,410,209
830730,42,381,117,1062,348
840037,25,4717,1011,2144,561
840209,37,8950,1783,8588,1905
840411,31,1390,354,511,129
840437,23,2176,933,7065,2023
840475,27,7650,1719,3747,526
840484,30,276,116,3224,632
840543,28,1433,406,259,106
840612,27,9324,1692,2298,464
840670,34,3941,818,29458,3778
840739,25,6328,1153,197,72
870019,25,5149,1045,700,258
870110,34,409,164,9395,1739
870121,31,9014,1752,403,205
870162,30,5066,1076,211,104
870184,33,9510,2263,225,75
870253,26,157,87,170,80
870259,34,4271,857,205,89
870270,27,9723,1762,266,80
870324,36,346,76,1524,323
870382,37,1819,291,177,80
870435,32,191,92,234,124
870437,29,13712,2713,25392,3648
870458,36,321,134,332,151
870482,18,174,103,152,66
870600,26,451,148,190,61
870709,37,539,136,2186,464
870731,36,7170,1229,263,128
940164,34,323,133,4362,987
940184,38,4078,919,4661,1055
940189,32,1760,443,623,256
940202,30,223,117,977,243
940292,30,3090,684,3606,794
940315,28,8269,1196,7727,1303
940358,28,317,111,3942,1215
940470,40,9032,1946,233,89
940474,37,8978,1685,2557,712
940619,36,314,109,2281,723
940671,31,837,268,6524,1461
940681,27,612,166,316,120
940711,34,4751,1057,240,107
990121,37,1498,335,3153,661
990379,32,195,99,180,89
990446,31,212,102,320,197
990520,34,7451,1376,242,90
990615,31,6121,1161,253,112
990730,29,217,76,231,92
1010128,30,4728,722,2203,408
1010129,31,4080,745,4340,583
1010136,33,3520,729,3683,1032
1010139,28,3186,660,7118,1565
1010161,30,4751,601,201,85
1010180,22,5232,828,225,106
1010202,23,162,106,197,108
1010288,35,8481,1846,328,100
1010349,28,211,131,218,95
1010372,35,4577,1158,398,123
1010382,37,261,110,791,244
1010392,24,3008,730,1274,378
1010403,37,3562,807,1959,521
1010482,33,246,115,404,141
1010600,34,289,126,558,172
1010605,33,823,292,3343,931
1010674,17,132,58,2186,555
1010747,31,956,269,7495,1582
1030022,29,6678,1594,4070,771
1030068,36,279,129,3545,988
1030093,31,204,103,661,164
1030102,35,646,174,3196,914
1030187,32,334,125,3321,694
1030193,22,206,67,1485,388
1030288,24,2697,714,5708,1479
1030296,30,1812,407,595,221
1030333,25,2382,809,2348,899
1030372,23,5052,738,191,104
1030373,35,8153,1621,267,100
1030482,24,260,117,1336,455
1030537,33,9263,1962,365,126
1030554,26,2949,723,156,40
1030736,15,162,97,673,241
1050025,40,4603,940,205,88
1050100,31,4050,930,189,97
1050132,25,3308,713,1281,332
1050280,22,316,132,1482,348
1050296,32,9492,1986,276,100
1050333,37,7676,1688,329,112
1050347,27,451,139,4073,840
1050402,45,307,109,7470,1522
1050470,24,404,122,203,129
1050593,22,3321,502,6621,855
1050609,37,1436,306,167,76
1050681,42,9698,1474,243,80
1050687,25,211,100,699,231
1050736,33,3392,872,215,117
1050746,31,2651,605,233,106
1070040,33,496,123,3970,764
1070044,31,8225,2154,261,101
1070048,27,4360,1051,178,60
1070053,35,5950,1820,1273,479
1070070,28,489,156,4701,1620
1070100,38,5895,1546,240,107
1070204,26,1216,232,743,190
1070241,21,177,83,861,285
1070286,36,449,120,6800,1109
1070356,28,1464,322,6889,1433
1070369,20,9338,1765,372,161
1070373,32,259,122,1861,664
1070411,31,6103,1295,368,134
1070446,35,5464,909,204,89
1070474,22,1789,364,182,69
1070475,29,3789,785,6469,1152
1070543,33,4904,1122,186,73
1070605,39,2753,671,189,83
1070707,28,194,86,130,62
1070717,26,4824,916,193,72
1070725,27,191,84,384,149
1110064,24,235,87,254,145
1110066,34,495,151,3255,503
1110072,25,283,143,154,67
1110082,38,213,116,190,89
1110114,29,7681,1602,267,106
1110131,24,6219,1225,219,78
1110181,29,386,182,1736,348
1110292,34,868,210,3492,837
1110372,23,5214,1267,2651,791
1110440,24,2561,584,184,63
1110441,33,3460,898,653,216
1110564,34,288,95,203,110
1110719,34,291,94,3040,714
1170040,31,221,124,324,146
1170066,27,2437,403,193,85
1170086,32,338,176,2561,644
1170189,33,6889,1500,334,105
1170360,33,278,109,1865,426
1170441,24,176,60,991,336
1170537,32,4155,863,3600,798
1170538,38,4107,1257,2124,511
1170608,27,220,78,187,94
1170634,37,5913,1168,580,249
1170646,29,2897,648,168,70
1170707,39,1043,294,2573,525
1170717,32,568,158,171,59
1170731,22,1633,240,167,61
1190070,42,4178,921,204,80
1190152,28,4059,752,549,243
1190292,32,5069,1192,861,262
1190333,31,7229,1443,1612,292
1190370,22,7937,1335,6847,1348
1190450,40,5981,1587,223,112
1190538,30,6062,1448,278,126
1190609,41,3038,626,204,89
1190709,35,9052,1355,272,124
1230021,35,2429,851,2122,591
1230044,34,231,95,1091,318
1230048,37,241,90,1039,266
1230148,20,206,115,1272,418
1230164,36,8301,1803,2938,801
1230170,47,222,99,821,406
1230201,29,389,147,1066,378
1230270,32,2743,673,1753,564
1230368,29,6578,1461,275,92
1230491,27,199,86,837,345
1230554,31,6537,944,156,68
1230594,25,940,318,183,94
1230630,39,2207,558,2720,604
1230725,32,1473,378,11116,2080
1230731,33,2419,552,186,103
1240040,24,13355,2531,658,316
1240064,34,417,109,3504,628
1240086,30,14630,2372,2605,529
1240220,40,3108,812,1512,450
1240300,34,5290,1102,199,80
1240424,36,4142,748,3657,809
1240427,28,5631,1000,6497,1143
1240435,23,450,137,624,239
1240482,34,11313,2018,405,123
1240524,38,261,141,190,94
1240546,44,3171,634,392,177
1240605,43,246,95,170,94
1260017,30,247,75,179,96
1260025,26,250,105,9275,854
1260026,30,8017,2087,5754,1310
1260068,27,6970,1181,5642,1160
1260091,28,10508,2406,222,95
1260121,23,203,120,163,76
1260187,28,5710,1291,205,69
1260253,32,4033,928,240,93
1260327,42,6105,1258,3634,657
1260370,27,4169,953,215,89
1260392,39,3536,896,24791,4041
1260414,33,7919,1237,14629,1268
1260424,44,216,101,186,100
1260463,24,13273,1968,1658,404
1260477,32,11100,2495,309,118
1260537,25,1414,351,580,254
1260722,17,2458,882,234,61
1300020,28,5167,1211,3882,968
1300040,30,226,110,735,208
1300041,14,450,107,216,36
1300059,27,241,103,3410,742
1300086,35,308,94,165,92
1300255,32,2876,684,222,91
1300327,33,1088,274,180,107
1300372,19,3701,524,191,67
1300519,28,331,125,834,322
1300544,33,7418,1211,340,104
1300553,33,533,185,4643,1496
1300609,25,9566,1785,248,83
1300689,24,892,224,965,326
1340014,26,225,78,1847,333
1340025,35,346,129,1171,362
1340037,39,5664,1234,1848,530
1340041,32,350,145,3798,829
1340088,35,394,139,6930,1415
1340167,26,7795,1702,312,107
1340327,23,6729,1288,9664,2199
1340360,39,6612,1642,227,100
1340471,21,252,131,173,67
1340487,31,406,129,1309,413
1340626,23,773,141,919,252
1340678,34,416,177,8519,1193
1340725,22,474,154,191,98
1400053,34,304,91,9474,2023
1400056,22,643,236,4599,1175
1400059,25,7686,1524,203,71
1400064,38,7395,1782,5342,1028
1400070,20,4153,733,202,59
1400112,32,1484,427,4210,891
1400121,33,9788,1595,652,206
1400154,38,4733,840,203,109
1400181,27,198,90,196,104
1400255,32,923,231,8482,1223
1400333,27,263,139,1666,472
1400360,34,269,103,4353,1414
1400373,30,1945,463,171,55
1400474,29,259,70,2430,524
1400482,32,232,96,1622,510
1400554,28,199,120,755,224
1400592,33,1526,409,194,82
1400609,27,1441,279,767,285
1400626,39,209,93,5068,1222
1400634,41,345,109,974,355
1410025,31,10315,2048,233,79
1410079,31,1186,387,201,102
1410095,27,10379,2005,274,117
1410112,27,201,86,416,145
1410113,37,394,111,166,57
1410128,26,6806,1242,22858,2453
1410168,30,205,90,241,120
1410192,19,170,81,336,165
1410246,45,8136,1888,4104,990
1410332,48,12590,2994,507,181
1410408,21,309,190,1650,401
1410452,29,431,128,3000,746
1410471,29,435,146,527,234
1410500,30,6148,993,260,96
1410519,27,6239,1084,787,333
1410600,26,447,111,2669,568
1410630,25,703,186,182,106
1410646,37,323,132,1442,550
1410722,34,289,133,4413,1018
1410743,35,11656,2652,12622,2339
1430044,27,2505,659,9355,1381
1430048,33,6187,1485,2147,511
1430059,27,8166,1587,4976,1014
1430093,24,3635,729,511,204
1430148,33,7767,1594,3600,1037
1430154,37,523,192,9163,1569
1430209,37,406,159,1404,662
1430341,39,334,173,1919,568
1430390,29,176,59,1036,217
1430427,32,384,133,4782,1062
1430500,36,6558,1280,1948,642
1430523,26,171,77,2815,548
1430538,32,297,131,2975,802
1430608,27,232,124,4715,1273
1430639,41,1549,382,1038,313
1430689,29,197,117,157,64
1440064,19,185,84,1233,478
1440102,10,146,110,970,281
1440112,43,207,111,196,80
1440253,16,220,84,2087,571
1440328,30,291,147,7232,1533
1440356,42,3473,1006,637,287
1440424,33,3735,1184,641,291
1440475,26,271,127,148,51
1440564,33,2250,632,1821,567
1440603,39,1411,450,398,177
1440619,35,6218,1596,316,148
1440736,31,5443,1136,281,141
1440747,36,6489,1454,1464,409
1450189,28,208,77,239,88
1450215,27,6360,1016,3582,800
1450273,32,3454,754,227,100
1450278,26,5445,975,245,130
1450307,27,3488,732,2171,468
1450373,26,6775,1353,226,65
1450398,26,2626,524,195,65
1450687,27,5805,1057,317,111
1450730,38,6658,1661,326,152
1450735,33,230,117,3888,630
1470037,37,4079,750,210,73
1470114,44,7378,1972,2678,898
1470167,30,361,85,212,76
1470228,34,5408,1134,193,101
1470292,29,1339,382,2637,697
1470349,26,352,104,283,112
1470392,31,5028,914,2816,621
1470397,30,9740,2138,278,88
1470538,33,402,116,2730,839
1500021,34,2738,725,8697,2329
1500128,33,1561,397,938,443
1500138,33,234,96,287,117
1500164,28,210,84,1953,539
1500170,20,232,97,837,333
1500240,38,583,241,2856,628
1500546,33,258,106,2612,760
1500554,28,458,109,201,99
1500646,33,230,60,3113,722
1500689,45,10908,2169,312,107
1500743,21,7613,1377,4446,779
1500750,30,2491,574,145,53
1510025,49,5265,970,3418,596
1510026,30,6426,1219,394,163
1510040,40,11324,2388,208,81
1510161,33,4840,792,7736,997
1510176,28,2940,575,230,92
1510220,25,3171,759,9488,2221
1510246,25,1984,396,1111,308
1510296,43,267,107,3061,657
1510349,35,2805,638,162,85
1510360,30,253,103,1930,395
1510400,15,193,69,303,142
1510403,34,1973,526,170,69
1510463,40,2762,493,2456,567
1510468,32,1774,526,202,104
1510577,33,634,218,5184,798
1510685,25,187,88,1482,393
1510722,29,3376,1015,210,86
1510725,26,2094,818,173,91
1570010,21,379,117,6856,1116
1570066,19,1619,207,2625,676
1570070,28,2690,461,237,101
1570138,37,2783,752,1193,379
1570142,35,200,80,197,101
1570154,28,225,87,922,363
1570192,36,1284,383,851,337
1570209,31,502,166,842,291
1570286,28,247,89,2887,486
1570288,37,619,178,3371,882
1570291,32,384,123,172,81
1570296,35,1244,442,582,215
1570364,29,339,121,2568,501
1570376,23,280,121,1485,502
1570468,27,8404,2131,183,87
1570470,37,4139,1160,2571,754
1570537,32,313,94,2211,613
1570630,31,382,135,5056,990
1570685,24,295,49,3124,629
1570768,30,3061,657,189,63
1580014,39,8129,1780,226,91
1580047,28,4045,814,1743,356
1580048,42,292,111,3204,858
1580068,27,5965,1148,1854,640
1580121,27,191,64,371,205
1580154,17,285,71,2572,591
1580189,31,3325,936,3915,1112
1580326,34,5012,1234,422,167
1580328,29,345,129,4296,1007
1580356,36,16545,2560,9645,1778
1580382,24,4215,1049,164,52
1580538,35,1013,286,6291,1557
1580609,28,10909,1646,242,78
1580634,28,285,113,3097,787
1580672,27,234,106,235,120
1580711,27,231,120,154,81
1660022,45,5502,1044,212,110
1660037,26,1796,501,1081,347
1660162,22,9257,1823,219,111
1660195,37,8282,1662,1544,301
1660338,33,757,180,11446,2272
1660427,31,1964,429,6557,1078
1660431,43,9068,1942,262,76
1660438,27,5543,1457,593,137
1660451,32,275,133,8088,1313
1660470,33,12487,2276,260,113
1660474,33,489,192,1460,547
1660546,32,3125,811,4609,852
1660598,33,3611,1079,1340,425
1660603,31,9224,1773,381,146
1660681,39,8456,1852,1869,434
1660685,38,4425,859,3427,592
1660747,33,10048,1912,198,67
1660753,33,5892,1364,2186,658
1690047,27,2147,613,1724,573
1690093,19,8487,1977,240,46
1690332,48,12036,2670,601,207
1690348,28,6007,1283,227,85
1690379,26,670,147,5747,952
1690390,27,15686,2963,366,96
1690600,33,580,145,12576,1962
1690639,32,260,151,3628,839
1690681,20,196,92,1289,344
1710017,26,332,139,3519,772
1710040,31,181,69,293,118
1710148,35,3379,923,6281,931
1710215,41,10073,2031,5476,1036
1710228,32,8716,1635,200,101
1710301,21,211,109,167,56
1710376,27,254,105,1935,373
1710400,33,212,84,232,75
1710519,31,4289,858,3424,861
1710609,33,310,113,183,81
1710685,28,7836,1448,262,95
1710687,31,228,138,370,159
1710711,23,888,305,3602,1095
1710739,38,259,102,2879,537
1740022,17,328,125,3556,617
1740040,38,254,119,2007,396
1740093,24,218,109,167,72
1740193,41,437,121,3725,859
1740241,39,10681,1640,7422,1277
1740307,35,389,127,4115,700
1740392,29,189,93,174,70
1740414,33,674,185,177,65
1740437,17,3062,882,193,77
1740445,34,2970,607,8544,1363
1740528,20,950,153,7945,1365
1740541,37,375,137,2580,467
1740592,21,582,200,323,145
1740731,31,186,92,159,65
1770014,27,847,225,167,59
1770097,32,1635,636,218,100
1770131,48,6826,1507,216,79
1770201,29,261,84,163,65
1770403,25,379,116,365,132
1770484,19,8747,1937,618,186
1770491,30,1079,369,703,324
1770600,32,5209,1042,5034,1002
1770612,27,358,131,1554,426
1770672,25,301,118,4944,998
1770768,36,1206,335,5777,1117
1780026,33,388,165,282,126
1780079,31,4259,955,2222,402
1780095,26,1513,358,155,71
1780102,31,7605,1591,293,102
1780162,43,407,124,3672,1063
1780176,29,3207,884,181,101
1780224,25,4304,1088,2184,609
1780270,23,4811,1351,206,102
1780338,32,4370,1059,205,91
1780369,29,212,75,225,114
1780376,16,386,83,1826,666
1780411,22,2781,415,186,116
1780437,37,10286,2081,459,181
1780445,28,315,131,1600,526
1780553,37,5996,1155,240,137
1780593,36,5027,1057,293,95
1780615,40,302,124,238,115
1780747,30,4582,1087,193,80
1780762,18,175,55,1033,341
1820092,39,7861,1368,256,113
1820113,29,710,242,614,314
1820187,31,3344,744,8088,2049
1820241,36,4069,626,1818,395
1820255,24,467,147,14190,2511
1820273,29,10548,2163,3697,606
1820274,27,428,159,1738,587
1820324,22,242,87,177,116
1820338,33,876,216,190,80
1820348,34,636,186,6506,1394
1820360,24,226,84,543,175
1820372,33,2608,388,2030,385
1820414,27,209,93,749,262
1820475,21,4650,1275,247,116
1820487,35,8490,1892,217,119
1820524,20,206,79,4306,895
1820592,35,4696,1211,10926,2362
1820603,33,264,147,190,84
1820722,20,5987,1154,881,243
1820739,29,7275,1223,3905,973
1850010,37,2142,557,763,249
1850070,25,12328,2393,3453,589
1850088,17,158,63,172,90
1850112,35,453,153,3341,536
1850128,28,176,65,1463,373
1850168,32,2638,571,934,330
1850240,30,242,82,2228,469
1850291,30,4133,1107,1760,543
1850376,33,5655,1104,5588,884
1850392,29,7668,2247,420,164
1850408,37,4458,997,8141,1540
1850471,25,3840,903,2016,698
1850474,34,7980,1352,1263,304
1850537,27,691,195,5074,852
1850594,26,291,109,1781,494
1850603,37,279,106,3352,711
1850608,30,2375,608,382,170
1850619,28,3949,988,211,88
