Illumicode,N,Mean GRN,Dev GRN,Mean RED,Dev RED
130139,35,248,118,1210,317
130142,39,3223,583,1036,236
130170,29,9105,1369,485,146
130176,28,7410,1464,414,181
130192,29,7092,1262,393,126
130196,35,7634,1880,308,140
130224,26,4381,976,299,139
130242,37,333,115,11268,1512
130259,25,205,84,214,116
130274,23,5839,1174,304,157
130288,27,2614,781,293,98
130291,41,8225,1469,8835,1140
130300,42,487,159,4249,803
130315,31,1051,251,2485,566
130324,31,5261,1124,3203,811
130341,37,1109,382,444,133
130368,36,3156,686,322,128
130373,24,4228,481,4181,680
130386,47,3742,763,680,216
130402,45,4368,823,2966,437
130414,32,6027,1288,241,83
130427,33,283,122,3078,742
130431,31,7704,2057,326,160
130433,28,10200,1697,389,137
130440,30,6857,1585,313,104
130445,27,378,75,2745,574
130458,39,574,173,5327,867
130468,33,5415,1877,328,144
130471,24,5136,856,778,189
130487,40,628,163,7693,1010
130491,23,6684,1079,770,250
130504,25,8699,2028,1945,329
130519,33,240,112,1377,291
130528,19,250,102,204,90
130537,34,1500,273,3010,670
130538,32,12913,2450,422,126
130543,33,7240,1206,430,124
130544,37,6993,1166,284,86
130546,25,4889,1028,239,109
130561,28,5948,2034,802,258
130563,40,1046,285,6482,1048
130577,24,668,117,228,94
130593,29,9054,1678,2367,419
130608,27,273,119,1042,207
130612,35,10138,1778,330,155
130626,36,1857,365,2224,236
130630,28,4270,993,244,113
130639,37,2394,607,4309,633
130647,40,8287,1913,369,126
130672,26,4272,1061,2108,423
130673,31,3833,879,246,97
130678,32,5823,1092,373,128
130689,34,280,114,1541,328
130717,36,7792,1764,9014,1345
130731,28,3985,778,306,158
130735,31,1939,594,291,122
130747,29,5236,896,2730,537
130750,39,811,269,7416,1222
130753,28,11053,1566,320,112
130754,29,223,98,229,104
130762,27,1115,238,386,132
130768,27,1095,502,244,114
150014,21,393,104,250,106
150022,20,1843,515,731,279
150040,29,5397,1135,252,120
150044,20,297,122,441,104
150048,29,4912,834,347,170
150070,23,4362,1023,273,135
150072,21,547,173,218,75
150086,47,2080,499,1145,334
150091,26,1022,216,738,189
150093,29,274,95,290,131
150113,23,5702,1040,466,212
150114,24,6111,1202,294,107
150133,47,6922,1133,6994,926
150139,31,340,108,4417,738
150142,33,926,332,2387,615
150152,33,5364,981,1500,399
150162,30,5182,1334,264,110
150164,41,7582,1353,2576,644
150180,26,5367,1423,263,79
150187,36,343,126,251,114
150192,20,6237,1686,400,162
150195,39,377,142,242,98
150209,28,357,149,253,119
150228,26,395,134,11753,1560
150239,30,10951,1542,341,133
150241,37,8573,1731,348,130
150253,31,373,118,4590,775
150259,27,3193,622,559,195
150280,29,2447,495,239,76
150307,30,686,188,7528,1039
150309,38,10713,1468,590,181
150315,27,3827,859,2047,443
150327,19,3345,442,215,46
150333,39,302,68,249,106
150343,37,1078,266,792,256
150349,26,1540,281,1208,325
150356,34,1960,422,225,92
150360,33,257,80,3356,628
150369,25,1182,204,772,231
150376,34,850,213,1916,462
150386,36,7611,1951,300,96
150390,36,308,124,334,108
150398,33,296,119,1184,329
150411,33,13753,2522,810,306
150424,34,1423,369,855,216
150427,38,302,112,2308,478
150431,26,4863,1113,797,266
150438,25,298,128,275,97
150446,27,7336,1593,582,165
150458,14,297,55,1546,435
150465,33,322,96,10742,1353
150474,31,311,146,830,269
150482,40,2008,490,254,127
150484,41,2780,445,12444,1262
150500,32,326,119,711,191
150519,25,6276,1168,332,130
150523,42,327,137,261,119
150543,45,836,250,4263,850
150553,34,375,101,199,83
150564,35,1118,277,12992,1709
150575,32,2234,500,253,98
150600,23,275,76,6842,968
150601,44,9502,1852,10019,1029
150603,32,6659,1735,281,124
150605,28,891,186,1244,369
150612,41,273,124,261,90
150619,31,344,151,283,143
150647,35,2500,591,277,107
150682,19,315,93,1244,304
150719,49,652,204,3733,723
150722,28,5741,1249,335,127
150725,25,7615,1214,293,86
150731,35,7244,1399,315,138
150739,21,2880,779,1375,371
150750,31,2649,494,272,86
150767,29,277,96,822,251
160010,36,368,142,1858,556
160019,30,1028,336,561,204
160021,35,11654,2251,15560,2145
160022,29,10694,2033,6238,890
160040,21,7352,1066,314,98
160064,36,839,266,9270,1734
160068,34,4429,757,6914,1215
160079,37,655,179,9957,1323
160091,22,383,136,2835,379
160093,29,225,113,223,107
160095,25,2124,379,1248,321
160102,23,295,80,930,240
160113,23,1765,453,211,96
160114,34,231,93,1081,358
160128,26,5662,1895,1114,391
160131,25,1175,363,302,114
160136,28,275,128,756,246
160138,34,7632,1722,3826,845
160139,26,534,161,4037,599
160156,32,10145,1698,5034,785
160168,22,772,219,602,163
160170,35,4777,1275,423,215
160176,35,913,278,397,156
160202,24,5480,1545,286,141
160209,35,241,97,197,72
160220,30,220,86,197,65
160224,27,4253,828,3028,668
160253,22,2222,614,3395,667
160274,31,615,222,286,112
160292,47,6977,1201,268,117
160296,25,7097,1372,4042,668
160309,26,2496,321,238,72
160324,29,310,128,5453,1227
160327,45,1935,456,23973,2915
160341,30,8953,1594,470,171
160343,16,723,129,219,62
160349,38,348,148,2255,465
160356,28,426,175,2456,535
160386,19,3996,978,2516,460
160397,24,503,158,3785,833
160403,20,590,141,385,164
160433,30,586,155,4589,913
160437,33,1863,302,2337,417
160438,24,1870,478,240,93
160446,37,558,141,3417,672
160458,22,1660,453,633,180
160468,26,335,166,1326,413
160471,27,1802,491,661,127
160474,28,5543,1080,503,143
160475,28,11827,2156,389,108
160477,37,5093,1028,1332,340
160491,23,2191,543,289,144
160497,39,4728,984,323,144
160500,27,302,121,1310,324
160504,26,1668,323,726,200
160521,35,2866,853,1777,568
160523,35,543,171,7081,1205
160538,26,4279,1135,2114,398
160543,33,6237,1334,298,126
160553,29,456,105,232,110
160563,33,227,101,1013,414
160598,19,294,98,1856,270
160608,24,3517,761,277,133
160609,29,256,104,1261,398
160626,24,1428,311,974,245
160653,25,7635,1590,440,182
160669,31,10119,2470,408,131
160685,30,2061,524,724,279
160703,30,373,158,963,335
160707,20,4381,919,295,84
160711,49,598,215,4177,1367
160717,29,689,223,435,168
160731,29,345,95,921,177
160735,27,452,172,3160,807
240008,32,2342,580,695,223
240014,28,1528,509,283,137
240019,28,344,107,4282,812
240022,36,9034,2157,395,127
240035,40,7120,1659,4309,707
240040,34,424,194,1019,266
240044,38,326,125,2582,579
240047,41,6011,854,8416,935
240056,30,1080,271,266,111
240082,23,331,111,3506,671
240088,37,4506,1244,275,105
240093,39,552,153,14984,1921
240133,38,6322,1622,259,96
240136,19,3734,618,305,124
240138,39,6158,1379,374,155
240139,28,3318,603,245,77
240142,23,277,107,234,113
240152,27,835,230,13112,2234
240167,25,2910,585,216,121
240176,29,285,87,246,111
240184,29,2050,499,281,156
240187,28,4647,1142,2402,560
240195,32,3631,721,6248,1028
240196,25,2437,380,16863,1818
240202,30,11749,1964,3049,717
240209,34,265,92,436,116
240220,30,364,100,300,142
240259,43,8380,2152,380,155
240270,36,3176,636,1437,282
240273,24,1353,171,705,145
240274,26,3184,770,8992,1100
240301,37,8663,1643,2097,551
240307,21,303,131,1580,485
240309,39,7541,1336,4034,597
240328,30,805,233,567,194
240332,20,2166,568,229,83
240343,36,9785,1965,437,158
240348,29,4379,770,273,117
240349,32,676,225,1536,420
240356,32,7004,1799,2834,536
240367,37,247,112,1001,268
240408,21,8909,1434,434,93
240414,21,242,92,937,178
240424,26,5471,1091,435,141
240435,28,313,146,229,87
240440,32,326,140,439,183
240441,34,975,275,16934,2169
240445,24,7588,1673,237,64
240458,28,384,160,4472,754
240465,35,376,134,1344,404
240468,20,2297,705,228,101
240477,33,4217,715,301,118
240484,49,3662,793,6189,916
240519,35,6022,1475,313,126
240524,20,2860,760,3313,717
240543,34,559,189,649,223
240609,29,8809,1754,1291,520
240615,23,3689,824,1006,175
240639,33,7232,1435,1304,308
240653,23,344,102,255,105
240670,30,2635,578,1495,435
240678,23,4324,724,1664,387
240681,27,290,98,2547,575
240703,45,8994,1736,378,176
240706,27,567,127,7255,946
240709,43,472,148,8659,1529
240722,37,10154,1919,393,145
240739,32,251,107,219,83
240746,25,14137,3220,1431,461
270014,32,5091,1182,610,177
270019,34,1640,342,209,109
270025,38,1532,322,1414,379
270026,32,2530,560,3245,514
270035,17,253,87,1375,335
270059,24,4809,1003,282,101
270064,31,2310,669,231,87
270070,22,3723,900,267,79
270093,32,4068,805,251,138
270102,25,261,125,1302,396
270113,30,3740,807,319,117
270114,16,612,199,1434,301
270129,15,186,107,597,129
270132,30,3538,596,321,156
270154,46,8534,1667,293,117
270170,15,5777,1070,248,80
270176,38,3910,933,2584,570
270187,18,3431,857,216,75
270202,35,8962,1244,8931,932
270204,31,6217,1437,1390,385
270239,24,6204,1927,5461,1518
270240,26,636,200,5256,805
270241,16,3214,575,341,160
270280,29,382,82,220,92
270291,26,615,164,4587,760
270296,29,5886,1317,265,86
270300,22,2299,507,2178,481
270332,38,8838,1675,262,90
270338,36,400,124,2328,569
270341,31,452,134,1151,275
270356,19,3502,902,1493,357
270370,31,418,103,345,165
270372,26,273,131,1332,356
270373,30,241,93,274,126
270390,37,376,141,299,128
270398,23,557,196,827,272
270402,18,3657,621,236,114
270408,30,9702,1836,289,99
270427,25,361,103,2074,493
270431,35,7724,1399,372,147
270433,27,318,112,1619,452
270438,32,2247,573,251,87
270441,25,303,110,960,312
270445,36,3239,775,1523,433
270446,29,2220,474,1134,310
270451,32,359,142,270,102
270463,32,359,124,1712,453
270471,33,2080,599,273,139
270487,16,235,60,4093,599
270497,31,8845,1764,253,109
270504,15,267,107,268,79
270528,31,338,86,312,129
270546,34,1425,352,7757,1520
270553,41,4033,1174,600,241
270575,34,10042,2210,6577,1155
270593,35,15055,3803,605,167
270594,28,2866,603,5209,739
270601,33,417,148,2661,476
270605,28,2530,616,332,123
270619,29,1866,393,4378,501
270630,22,244,75,2858,857
270634,27,3883,918,302,151
270646,29,3303,833,281,113
270647,23,5268,891,388,144
270671,18,5981,1674,319,122
270674,37,10574,1684,319,111
270678,40,3486,779,239,100
270681,39,837,288,4101,894
270703,23,312,140,247,154
270706,36,267,97,1234,359
270711,37,7356,1602,256,99
270719,36,5235,1140,260,94
270730,26,829,179,320,147
270767,32,6840,1471,354,110
290010,39,255,113,2321,591
290019,35,2682,615,194,89
290025,35,233,74,230,107
290035,31,2541,598,494,237
290037,27,302,122,2985,972
290040,29,5792,1207,7180,1502
290047,18,228,88,2026,302
290059,31,5195,1346,307,119
290072,37,398,163,5368,893
290082,18,250,89,1748,301
290093,31,454,145,5304,1147
290095,37,9309,1849,335,106
290112,33,5269,979,314,141
290113,31,4272,1130,893,298
290128,27,5668,1239,279,104
290131,54,14712,3584,530,194
290136,33,7058,1416,325,108
290138,28,5818,1234,3623,591
290148,38,276,86,4118,683
290181,39,2399,614,16280,2551
290187,29,413,118,315,175
290201,28,699,168,368,133
290224,29,3257,430,2817,527
290228,32,438,91,4065,482
290239,28,6788,1683,348,145
290288,31,489,185,1211,439
290292,39,460,186,263,116
290300,18,276,113,2585,360
290301,34,1211,373,3132,468
290307,37,8091,2211,373,168
290309,30,2277,539,852,344
290332,45,296,139,4763,801
290333,30,258,109,248,101
290338,33,4078,1107,7756,1746
290343,39,5774,1247,303,107
290347,22,5749,987,291,121
290368,25,1961,449,207,100
290370,35,1023,291,6595,871
290372,39,1277,349,1252,447
290392,32,7201,1370,40395,3338
290397,25,377,132,2814,648
290400,32,8967,1549,864,256
290427,36,9705,1705,3066,507
290437,37,7078,1300,990,330
290441,32,288,123,1651,400
290450,27,451,111,1584,457
290452,32,3039,700,2937,484
290465,29,7246,1413,2900,617
290497,40,7435,2089,420,152
290541,36,9557,1846,4069,663
290546,38,3583,609,275,109
290551,34,360,152,5690,1110
290553,24,202,55,2193,436
290577,40,928,277,7062,1085
290592,39,5712,1089,318,140
290593,42,392,126,2940,653
290603,36,8259,1482,594,248
290605,36,4251,1168,1415,352
290612,26,1386,444,861,262
290653,30,2587,444,627,202
290670,42,16452,3139,661,168
290673,38,4756,961,3678,594
290685,35,681,206,11934,1275
290692,32,384,159,2321,547
290709,30,307,148,259,113
290750,27,5811,1333,11335,1485
360017,26,3855,880,18086,2102
360025,40,7256,1528,433,159
360035,39,269,141,289,132
360066,30,2434,668,241,96
360072,38,275,131,1239,349
360082,37,1344,338,5293,1038
360086,22,550,187,806,253
360092,29,293,117,2661,618
360114,33,3583,703,1422,374
360131,32,1445,441,1060,376
360136,32,1918,368,2058,494
360152,35,4067,635,952,201
360161,31,3647,706,1331,377
360167,35,5009,805,282,129
360180,30,3535,872,303,116
360181,26,3540,711,281,137
360189,35,333,106,3866,863
360192,24,8601,1308,507,141
360209,26,1114,363,286,125
360224,27,3772,975,287,99
360228,34,531,146,5374,1274
360240,27,485,146,2105,451
360241,30,261,112,948,422
360242,16,3356,534,222,75
360246,33,4568,911,1891,469
360278,20,2736,764,1912,487
360280,31,339,122,1983,459
360286,19,5589,1006,264,105
360288,38,10081,1961,4299,910
360291,21,254,94,1392,399
360309,27,5754,1477,251,93
360315,26,279,104,220,98
360324,27,5868,1507,387,210
360327,42,6944,1642,339,136
360347,24,379,132,3803,519
360358,36,7330,1291,2395,564
360360,37,346,154,364,110
360377,30,8734,1654,3033,527
360379,31,261,119,263,123
360382,29,468,152,268,121
360397,36,18017,2768,1383,378
360398,25,326,93,295,126
360403,34,531,161,5339,986
360437,24,329,147,1011,265
360441,37,305,122,2392,443
360450,27,276,95,239,125
360458,27,278,138,613,319
360463,35,1251,301,827,266
360471,19,2545,484,849,214
360474,23,5663,1101,279,104
360494,25,407,121,3578,423
360519,41,2603,496,11661,1460
360520,27,290,110,2385,731
360521,31,3185,1068,1172,373
360537,49,11175,2240,440,137
360538,33,11368,2619,2106,526
360541,33,2035,417,1130,280
360564,32,1753,463,4702,1164
360600,21,1136,358,434,167
360608,40,1224,363,468,235
360612,28,6329,976,398,191
360615,36,9690,2580,409,148
360630,44,6271,1314,1656,413
360634,26,316,109,272,145
360639,33,327,136,1065,268
360646,35,5752,936,5618,823
360647,37,319,105,230,103
360670,34,432,177,2865,638
360671,42,1113,273,16268,2017
360682,40,364,146,1501,363
360689,28,560,144,306,121
360706,41,2757,729,1468,518
360736,25,8869,1846,2880,724
