Illumicode,N,Mean GRN,Dev GRN,Mean RED,Dev RED
50349,31,622,179,6210,1273
50356,34,548,205,12963,1806
50360,29,3435,1029,734,298
50368,24,322,125,278,111
50369,27,10554,2390,12041,1615
50370,31,288,128,187,78
50373,39,7258,1505,292,127
50379,36,4303,992,252,113
50386,41,9367,1633,407,158
50408,23,5067,1068,263,115
50424,41,17796,3066,5238,1027
50427,30,460,138,2566,633
50438,32,589,157,13056,1428
50440,34,257,110,238,111
50446,34,270,131,203,111
50458,26,2764,522,257,143
50465,29,473,137,2567,437
50482,29,370,167,440,199
50494,27,446,196,3938,898
50497,28,322,167,922,331
50521,33,1963,536,1459,406
50528,36,407,209,234,84
50538,30,3524,497,217,90
50541,24,6882,1905,819,358
50543,32,1007,221,10785,1505
50544,33,372,134,271,125
50563,36,413,133,2553,489
50564,16,252,115,289,108
50592,20,3568,774,223,93
50593,37,392,208,213,109
50601,19,6572,1248,255,97
50603,40,857,256,8997,2116
50605,35,1224,310,11276,1348
50674,50,289,126,217,97
50685,26,256,84,3457,675
50692,27,802,252,3401,1182
50706,45,616,224,5033,1217
50722,37,388,156,5990,1079
50739,45,351,160,1548,380
50750,21,987,249,2098,447
50762,26,314,122,1880,636
50767,36,4856,1118,242,99
60010,36,259,109,239,129
60017,24,7590,969,325,148
60019,19,335,136,237,69
60053,32,331,110,2174,567
60056,22,4156,547,307,167
60059,33,433,174,3751,723
60064,16,11152,1923,278,156
60082,30,242,81,194,75
60093,31,2675,559,275,103
60097,33,9296,1865,397,147
60102,23,14413,2689,279,126
60112,26,244,61,200,92
60129,24,256,113,231,78
60133,25,1231,346,624,253
60136,31,4798,1331,257,109
60138,25,508,130,5929,1399
60139,27,5750,1235,364,169
60142,34,1710,323,17555,2101
60148,31,321,171,232,109
60167,37,5043,886,2132,580
60170,29,27045,4193,1632,637
60181,36,305,133,212,113
60184,22,423,215,6742,1054
60187,25,4322,994,2217,638
60189,29,372,172,1311,509
60193,37,3907,1236,1416,392
60202,37,302,140,2437,705
60204,25,1318,407,547,274
60209,22,10075,1980,236,82
60215,33,8331,1540,358,156
60239,33,2729,724,225,118
60241,29,521,157,6193,1000
60255,24,301,124,275,141
60259,44,379,135,2677,691
60273,38,10704,2129,366,150
60274,30,14294,2879,1513,661
60291,38,3732,1075,261,91
60300,31,283,141,203,102
60307,31,4198,1094,274,154
60328,28,803,325,6843,2007
60341,31,7326,1352,280,127
60347,25,6006,1997,275,136
60349,30,3174,856,324,119
60356,30,2282,633,2037,525
60358,18,4204,709,3230,643
60360,26,354,124,9280,1574
60369,36,11103,2102,359,114
60370,28,286,124,546,304
60372,34,6280,1471,245,85
60373,32,1099,357,344,172
60390,33,272,146,221,84
60402,36,7571,1520,8482,1154
60424,29,292,112,347,159
60438,29,4233,805,269,123
60446,41,2837,817,1004,271
60451,30,5783,721,291,100
60463,37,11864,2856,2777,963
60482,10,186,178,220,113
60520,29,1509,443,479,209
60537,34,288,146,2173,669
60551,27,664,191,225,110
60554,33,415,202,4059,731
60575,30,4692,745,3198,780
60593,32,511,211,297,159
60594,30,3414,964,280,111
60609,35,695,220,3227,1041
60619,23,10748,2591,375,179
60653,34,253,105,922,302
60669,30,7775,1736,315,129
60672,28,2504,686,590,233
60692,29,3749,703,27838,3502
60717,19,473,99,1328,357
60739,35,541,143,2434,384
60747,28,512,130,6312,1113
60754,32,289,98,5221,1130
70010,30,8972,1970,7212,938
70025,36,2512,739,1930,566
70026,25,927,310,5683,889
70037,22,6501,1145,4990,835
70044,27,2130,418,218,70
70047,28,312,106,5306,1632
70059,44,7273,1534,5303,715
70070,30,5422,954,313,118
70091,27,588,177,10921,1423
70095,33,623,161,12298,1316
70100,34,386,111,692,252
70128,26,6439,1074,1890,421
70133,24,242,116,3249,872
70138,43,11473,2494,388,129
70139,24,4243,1008,1246,438
70142,28,2836,776,262,94
70167,25,5484,1298,11617,1352
70176,32,446,158,6810,1077
70187,25,529,185,1100,339
70189,38,285,153,272,159
70196,35,13570,2123,2400,664
70201,30,3348,756,460,173
70209,12,4366,1135,1551,597
70228,38,609,175,234,110
70240,23,526,163,4332,737
70253,25,5462,803,3174,589
70255,24,726,156,322,110
70273,28,5888,1684,255,109
70274,35,6429,1174,255,111
70286,31,5652,1268,1982,598
70288,30,9536,1076,2611,471
70292,15,434,221,175,110
70300,28,364,149,3437,768
70309,20,662,196,320,177
70333,26,241,83,245,103
70338,36,6784,1366,3345,749
70343,29,6642,1692,1412,463
70349,31,402,197,1032,363
70360,33,8063,2821,1032,410
70364,28,10121,2595,10012,1977
70369,31,284,77,218,115
70370,29,366,119,4705,1058
70376,33,676,236,6906,746
70379,42,814,231,4529,1073
70386,34,441,174,5000,1338
70392,21,3069,509,1564,253
70403,29,2166,466,1146,385
70424,42,266,141,189,96
70431,35,10633,2034,370,108
70440,28,6950,1293,4782,516
70441,26,2909,463,908,283
70446,40,449,198,2722,861
70450,34,631,175,13500,1873
70452,36,3717,946,1410,384
70465,38,322,132,7852,956
70468,20,10427,2759,289,121
70470,28,416,131,1904,431
70471,33,2344,548,3602,933
70474,29,2953,637,23087,2938
70475,28,2376,459,3547,499
70484,35,3481,806,1914,443
70487,28,374,172,276,136
70491,34,331,139,2401,565
70500,22,273,87,191,90
70528,35,15864,4415,854,376
70537,23,308,105,245,123
70543,30,4813,968,262,100
70546,18,2697,1030,388,138
70553,34,613,257,2218,766
70575,25,4466,737,359,130
70593,44,26329,6040,4786,817
70608,44,10588,2482,2621,550
70634,30,8162,1778,240,67
70646,29,605,196,3832,775
70669,37,499,142,667,243
70670,30,582,135,4750,816
70731,36,3839,1065,6815,1169
70743,35,6994,1409,395,149
70750,23,7625,1481,8117,1454
70753,30,459,200,230,122
110010,30,934,329,10738,1928
110041,37,11086,2383,3193,806
110056,35,341,168,2673,650
110079,39,3423,890,290,115
110082,36,514,196,283,123
110110,32,326,121,1813,475
110112,25,5332,960,4232,758
110114,38,4430,817,318,135
110131,33,298,125,853,301
110132,21,7186,1528,4114,1174
110133,41,6092,1154,561,192
110142,37,7281,1105,8494,1419
110167,35,13472,3365,637,268
110170,35,603,172,2261,870
110181,33,266,95,2799,756
110201,25,3069,635,1370,277
110239,30,335,104,5300,1042
110241,33,3681,1110,1140,411
110253,24,3911,861,397,181
110259,24,8681,1021,3324,389
110270,43,429,150,2765,570
110273,30,8999,1654,295,110
110274,37,1874,518,582,164
110296,39,351,144,3917,1118
110326,37,11391,2356,310,97
110358,28,1447,351,622,256
110372,34,2152,567,526,259
110376,32,354,120,2927,654
110377,33,427,195,516,191
110398,28,1809,579,4454,1187
110403,30,2487,588,9933,2399
110408,33,13196,2388,3532,609
110411,32,350,129,719,250
110424,21,669,257,679,365
110437,27,270,100,227,110
110438,34,5275,1151,43636,4225
110445,32,649,246,3109,632
110451,25,897,276,1203,456
110468,36,5130,1158,254,100
110474,24,5356,875,204,62
110477,35,821,279,5450,1157
110482,18,2179,645,247,113
110500,35,7902,1418,303,144
110524,39,327,183,1831,429
110538,32,14993,2941,1086,424
110575,34,13125,2756,6027,1287
110592,25,4864,847,251,63
110598,40,256,125,1261,482
110600,24,489,178,1910,557
110612,36,9848,2825,1628,444
110615,31,414,151,218,95
110626,33,384,182,3427,972
110653,34,6328,1004,3300,598
110670,31,2614,687,1086,362
110673,26,530,193,4806,1174
110678,37,7644,2010,1156,510
110692,32,7257,847,278,134
110703,32,6042,1330,343,152
110709,32,483,180,1159,322
110725,32,324,118,1547,541
110731,41,14361,3073,1420,440
110736,23,250,133,189,99
110739,37,422,152,2900,851
110746,33,635,190,5163,993
110762,25,886,235,555,212
110767,23,13787,1882,470,152
130017,50,257,123,209,92
130020,28,6039,1200,274,86
130022,30,7093,1666,411,172
130037,22,457,155,2520,534
130040,31,6621,1816,248,125
130044,30,715,241,835,262
130056,32,766,211,242,122
130070,28,304,148,2225,553
130075,34,17212,3301,6451,964
130086,30,304,140,316,167
130091,24,2692,535,1660,492
130095,22,11044,2718,5154,1222
130113,31,2243,422,10508,2100
130121,39,8558,1705,3991,507
130128,30,4200,829,572,244
130129,29,300,138,2521,468
130139,38,275,155,1227,308
130142,33,5913,1704,340,143
130170,42,10921,2642,494,178
130176,25,8433,1932,355,127
130192,29,6674,1479,330,134
130196,22,8237,1504,262,103
130224,22,4227,870,281,88
130242,34,400,177,11455,1969
130259,26,275,117,222,107
130274,31,5894,923,240,86
130288,25,809,221,196,87
130291,34,9386,1608,9302,1016
130300,27,435,125,4032,1052
130315,29,1116,212,2742,573
130324,29,5118,732,3360,649
130341,31,1022,290,450,185
130368,34,3417,819,280,138
130373,33,4727,1069,4870,1147
130386,39,5005,1097,397,158
130402,49,422,171,6631,958
130414,45,3798,974,1720,372
130427,37,3429,816,1734,638
130431,21,8119,1526,352,175
130433,27,12718,3257,358,124
130440,31,6534,1067,285,111
130445,34,437,173,3021,739
130458,45,661,181,5356,905
130468,24,5796,1111,291,103
130471,21,4748,865,718,221
130487,34,828,342,7541,1352
130491,20,7150,1547,772,272
130504,39,8522,1678,2282,513
130519,35,239,93,1599,464
130528,25,269,82,220,84
130537,23,1665,521,3317,1088
130538,37,13543,2325,413,140
130543,28,8163,1366,542,157
130544,31,7150,1220,295,142
130546,26,5457,1076,233,112
130561,25,6048,1004,865,315
130563,39,1107,220,6873,747
130577,27,798,248,238,90
130593,37,6706,1366,5424,699
130608,39,315,128,251,116
130612,27,10736,2357,243,88
130626,31,1865,399,2583,522
130630,28,4635,829,233,91
130639,27,2452,547,4649,717
130647,31,7106,748,343,118
130672,23,6618,1485,305,135
130673,24,3677,704,243,111
130678,23,5684,677,327,132
130689,26,393,111,1851,572
130717,32,7912,1530,8666,1423
130731,33,333,126,2760,764
130735,22,2216,503,269,126
130747,28,6348,1744,2864,591
130750,33,868,171,7507,1021
130753,27,12934,2739,283,118
130754,38,254,127,187,90
130762,27,4131,884,410,154
130768,38,1196,535,247,106
150014,32,477,165,246,132
150022,37,1723,533,676,263
150040,28,5918,1292,240,84
150044,32,278,113,421,114
150048,26,5611,902,275,121
150070,27,2427,592,220,83
150072,30,571,145,260,129
150086,40,1985,476,1036,283
150091,36,1182,330,707,193
150093,23,237,92,279,100
150113,29,6219,951,559,281
150114,33,6939,1570,296,97
150133,40,11488,1662,1004,394
150139,27,429,164,4676,1157
150142,38,1017,427,2356,691
150152,38,4707,863,2010,563
150162,30,5054,1210,283,116
150164,28,6545,1031,5548,914
150180,32,5253,1144,267,127
150187,20,379,79,202,77
150192,25,5616,890,318,117
150195,43,402,160,232,121
150209,22,338,67,244,105
150228,24,445,169,12554,1128
150239,20,10693,1486,331,135
150241,31,8713,1441,323,103
150253,38,4579,938,2064,467
150259,34,3858,1060,616,225
150280,30,2780,693,236,78
150307,37,777,227,7571,1282
150309,25,9094,1617,3993,700
150315,29,4554,1220,2172,666
150327,29,4810,1661,381,156
150333,31,330,169,238,116
150343,26,1284,415,826,277
150349,29,2954,743,227,78
150356,25,2439,698,224,89
150360,27,428,170,3389,728
150369,29,1715,585,780,275
150376,38,1348,355,2043,562
150386,31,8461,1837,360,141
150390,44,409,175,408,193
150398,26,272,94,1219,394
150411,29,14821,3243,883,347
150424,29,1555,268,1188,373
150427,34,2061,519,1403,472
150431,37,5139,1439,704,174
150438,23,218,91,272,129
150446,26,6547,1025,704,341
150458,31,446,205,2578,837
150465,24,385,106,11203,1784
150474,40,334,122,895,294
150482,36,2145,487,239,113
150484,36,3461,985,12854,2234
150500,18,327,210,737,174
150519,23,6156,1232,231,106
150523,19,241,112,145,50
150543,35,982,275,4654,1112
150553,31,411,167,188,85
150564,30,1111,336,12412,1930
150575,47,2481,819,249,102
150600,38,355,120,7115,1507
150601,40,9165,1642,9670,1533
150603,35,7213,1613,369,184
150605,31,966,334,1272,406
150612,29,317,124,254,81
150619,32,391,158,1273,314
150647,38,2610,652,219,101
150682,26,421,145,1179,335
150719,37,684,213,3887,647
150722,31,6095,1408,295,122
150725,39,9199,1888,374,163
150731,25,7865,1760,245,97
150739,33,344,173,2638,638
150750,41,1904,335,957,240
150767,28,381,174,764,203
160010,38,374,163,1843,724
160019,24,1140,325,587,219
160021,27,10651,1429,15046,2104
160022,31,10834,2286,6859,835
160040,45,7906,1174,356,156
160064,34,906,302,9219,2037
160068,47,4803,826,7541,994
160079,31,720,211,10068,1122
160091,31,424,115,4987,999
160093,28,285,129,276,146
160095,28,272,99,2668,694
160102,34,393,174,974,427
160113,23,2045,599,223,80
160114,21,238,117,1017,441
160128,25,5955,1553,1178,417
160131,38,1153,382,360,166
160136,26,268,74,769,260
160138,27,7770,1123,4034,542
160139,35,525,154,4153,1172
160156,39,10331,1685,5222,983
160168,31,991,304,483,210
160170,23,6523,2228,411,152
160176,29,942,283,374,190
160202,22,6038,1406,235,94
160209,36,272,127,245,134
160220,36,287,159,228,124
160224,40,5210,1162,3328,712
160253,35,1541,493,4360,1261
160274,28,718,236,218,75
160292,30,7934,1533,238,94
160296,27,8402,1836,4782,964
160309,32,2981,876,238,96
160324,19,269,84,5579,942
160327,40,2377,780,23604,4273
160341,29,9990,2083,389,129
160343,20,1041,336,179,70
160349,30,339,139,2153,516
160356,29,381,123,2418,701
160386,24,4066,715,2395,581
160397,27,600,228,4380,1150
160403,25,317,132,633,247
160433,29,624,160,4374,468
160437,32,2170,618,2344,562
160438,25,2373,701,206,86
160446,26,3387,596,1757,531
160458,36,389,137,1165,317
160468,28,371,147,1266,452
160471,28,1785,635,694,233
160474,33,6217,1707,605,270
160475,39,12555,2393,375,133
160477,32,5636,1250,1436,406
160491,20,2287,579,270,121
160497,30,5442,1170,254,109
160500,26,246,92,1493,448
160504,30,1561,308,774,226
160521,36,3488,1181,1889,783
160523,36,516,158,6272,1552
160538,38,4655,951,2281,387
160543,23,6802,1408,333,128
160553,32,411,111,213,92
160563,27,229,110,574,230
160598,28,371,168,1901,473
160608,30,3999,990,358,197
160609,27,233,78,1106,288
160626,23,1762,512,1071,311
160653,22,9512,1974,423,141
160669,31,11453,3003,487,185
160685,19,2494,754,836,250
160703,33,393,163,854,354
160707,26,5047,1074,241,88
160711,42,639,253,4154,1231
160717,32,841,264,467,175
160731,32,423,126,1079,374
160735,31,484,127,3331,877
240008,32,2650,754,845,262
240014,35,1543,459,223,78
240019,34,413,172,4149,1028
240022,30,8928,1740,485,168
240035,28,7401,1352,4282,610
240040,36,448,175,1040,332
240044,32,445,193,2532,552
240047,42,7077,1518,9084,1179
240056,24,1123,328,232,132
240082,36,366,153,3420,735
240088,28,4605,1086,346,160
240093,38,689,231,15125,1990
240133,28,7393,1925,273,112
240136,23,4775,1410,336,170
240138,31,6488,828,340,150
240139,38,3927,1044,243,118
240142,25,321,162,224,115
240152,32,993,260,12313,2100
240167,36,3290,569,232,125
240176,26,363,142,315,167
240184,31,2449,607,320,140
240187,35,5367,894,1696,474
240195,28,3908,736,6467,894
240196,40,2541,486,15728,2436
240202,27,12246,2244,3247,914
240209,35,299,169,439,116
240220,26,478,175,282,140
240259,31,8094,1969,383,155
240270,33,3314,660,1350,211
240273,25,1727,289,650,177
240274,34,3361,654,9688,1409
240301,40,6263,1436,6524,1336
240307,24,400,147,1945,603
240309,19,8575,2263,4811,1115
240328,22,1128,372,470,159
240332,35,2320,516,269,125
240343,50,8848,1433,433,168
240348,27,2975,826,1409,319
240349,22,721,390,2042,547
240356,29,7187,1496,3117,768
240367,18,224,88,957,203
240408,38,10586,2164,441,157
240414,29,215,92,1084,284
240424,34,6187,1740,463,222
240435,25,339,146,229,104
240440,35,403,142,332,154
240441,27,1151,323,17457,3212
240445,26,8275,1019,263,121
240458,25,444,144,4724,685
240465,32,375,170,1183,514
240468,28,2140,375,228,116
240477,36,4307,862,273,129
240484,43,3840,813,6737,899
240519,24,6469,1693,267,109
240524,36,3131,855,3509,931
240543,26,660,263,561,164
240609,33,8660,1603,1492,712
240615,19,4071,738,1247,292
240639,41,8527,2303,1738,577
240653,37,402,161,233,117
240670,29,3074,679,1557,344
240678,25,5004,868,1421,420
240681,37,436,174,3195,890
240703,35,8947,1682,291,99
240706,25,674,229,7712,1264
240709,29,581,199,9211,1193
240722,36,11447,2245,364,120
240739,36,221,130,217,118
240746,37,14552,2633,1446,379
270014,28,6633,2193,1021,389
270019,36,1981,673,230,113
270025,26,353,117,2136,565
270026,34,2900,771,3470,812
270035,14,286,95,1390,379
270059,30,4988,783,361,203
270064,23,2284,526,260,143
270070,30,3425,720,199,82
270093,39,4893,1326,224,95
270102,24,296,111,1171,449
270113,32,4503,1152,275,113
270114,25,620,173,1476,456
270129,29,346,166,726,325
270132,26,4072,733,299,152
270154,36,9577,1525,315,115
270170,21,5991,1447,322,161
270176,31,3946,499,2681,579
270187,31,3205,654,204,84
270202,21,11842,1730,4608,521
270204,33,6794,1386,1383,488
270239,27,6856,1175,5437,693
270240,24,831,315,6085,1459
270241,10,4661,1606,327,168
270280,24,450,157,202,83
270291,27,714,311,4798,1056
270296,26,6783,1784,285,130
270300,27,2863,705,2502,630
270332,40,10745,2309,274,99
270338,34,446,207,2494,733
270341,34,455,145,1221,293
270356,27,452,196,3557,915
270370,36,493,194,334,148
270372,18,284,145,1188,389
270373,37,243,101,185,84
270390,42,343,138,260,146
270398,36,686,292,910,349
270402,38,3779,530,280,112
270408,31,9555,1428,283,111
270427,23,416,152,2135,586
270431,26,7869,1270,327,114
270433,24,359,146,1479,508
270438,22,2429,579,226,81
270441,29,295,148,929,258
270445,35,3227,710,1485,335
270446,27,2028,541,1007,265
270451,24,433,230,223,81
270463,33,370,176,226,97
270471,29,2087,378,243,104
270487,30,286,122,3819,601
270497,29,9317,1885,229,83
270504,14,309,110,278,156
270528,31,401,173,290,129
270546,36,1744,362,8920,1644
270553,34,4697,1125,714,340
270575,27,9799,2033,6940,1213
270593,27,16281,2613,579,178
270594,30,3171,713,5517,875
270601,37,368,137,3121,743
270605,38,2580,612,324,164
270619,28,2222,536,4673,992
270630,24,276,126,2760,732
270634,28,4203,1140,277,130
270646,33,3816,994,290,110
270647,26,3474,570,1694,264
270671,12,6208,2086,364,217
270674,35,12291,2121,327,111
270678,27,3973,1092,240,142
270681,37,893,328,3916,849
270703,37,459,258,232,99
270706,29,310,134,1407,466
270711,33,6659,842,247,91
270719,23,5713,1003,256,112
270730,24,927,264,326,116
270767,38,7103,1624,382,174
290010,35,312,141,2406,676
290019,38,2951,480,234,83
290025,29,229,108,204,70
290035,34,2995,749,450,188
290037,26,300,113,3059,801
290040,34,6464,1055,7729,984
290047,42,326,121,2105,521
290059,37,5227,1381,244,101
290072,37,370,160,5329,894
290082,35,270,141,1748,499
290093,38,510,181,5666,1134
290095,35,9833,1875,400,179
290112,29,6432,1977,317,126
290113,27,3871,930,766,273
290128,25,6273,1263,287,97
290131,36,14697,2900,481,130
290136,25,6742,1458,824,227
290138,35,310,130,6856,1161
290148,42,401,155,4558,1098
290181,27,2654,444,16963,2227
290187,22,449,168,203,89
290201,22,848,337,372,172
290224,24,4401,1149,3239,842
290228,34,526,177,4618,783
290239,41,7088,1730,318,113
290288,32,499,197,1181,520
290292,35,611,307,258,151
290300,19,316,152,257,97
290301,30,1260,273,3066,755
290307,39,6476,1394,336,126
290309,41,2485,541,754,308
290332,24,367,123,5703,968
290333,34,278,106,245,125
290338,34,4039,1016,6694,1839
290343,43,8425,1239,298,146
290347,29,6163,838,284,110
290368,20,2001,491,190,74
290370,43,938,229,5970,677
290372,23,1343,328,1212,344
290392,30,8561,1679,42545,4516
290397,24,386,86,2697,572
290400,27,9290,1655,1289,417
290427,36,9512,1666,2868,595
290437,26,7086,1689,988,403
290441,21,323,123,1862,661
290450,29,463,179,1548,401
290452,31,3540,901,3179,661
290465,36,7314,1762,3026,736
290497,23,8534,1599,413,160
290541,39,10530,1841,2604,571
290546,31,3995,917,227,106
290551,39,429,135,5327,817
290553,30,326,133,3033,800
290577,25,930,261,7256,1108
290592,24,6148,1184,289,99
290593,44,458,139,3058,813
290603,41,8736,2063,574,195
290605,26,4467,880,1337,319
290612,36,1389,384,715,161
290653,42,2980,753,574,165
290670,24,18117,3302,805,163
290673,24,4991,1217,4006,1120
290685,29,691,159,11456,1271
290692,35,505,209,4417,816
290709,29,282,146,227,120
290750,24,6215,987,12322,1351
360017,32,6012,1090,17918,1978
360025,39,8419,1244,397,169
360035,30,284,130,184,68
360066,26,1575,356,649,182
360072,19,273,153,185,98
360082,32,4328,1110,4868,994
360086,32,554,225,847,346
360092,22,5424,1343,247,80
360114,30,3802,1119,1653,408
360131,20,1428,302,1219,429
360136,41,2384,566,2623,798
360152,35,4316,738,921,218
360161,33,4166,955,1434,337
360167,29,5333,936,255,96
360180,23,3564,655,169,82
360181,44,3724,703,279,153
360189,33,398,151,4073,809
360192,29,9393,1404,522,159
360209,17,999,343,231,91
360224,24,4407,1140,304,111
360228,32,544,190,5425,1144
360240,30,512,173,2267,483
360241,19,241,80,850,393
360242,34,3599,692,246,130
360246,35,4580,1005,1845,510
360278,22,2522,451,1728,493
360280,31,417,173,2438,708
360286,16,5828,1215,251,63
360288,27,10603,2475,4355,1052
360291,26,380,159,1749,617
360309,26,6445,1247,247,113
360315,49,317,164,217,99
360324,22,6215,1639,320,99
360327,29,7078,1152,333,136
360347,37,443,186,3806,533
360358,33,7847,1599,2476,449
360360,30,332,114,430,159
360377,43,8768,1712,2916,506
360379,27,381,139,247,145
360382,35,3442,576,291,146
360397,25,17831,3443,1130,232
360398,30,439,182,267,100
360403,36,633,203,5556,1386
360437,28,373,136,1137,623
360441,32,277,117,2551,583
360450,32,263,95,220,112
360458,24,226,142,521,245
360463,50,1432,387,953,328
360471,21,2563,714,824,164
360474,37,6198,1175,268,95
360494,31,507,267,4232,1131
360519,35,3085,1022,12180,3141
360520,43,324,149,2581,728
360521,20,3041,951,949,269
360537,41,10496,1543,402,120
360538,24,11479,1415,2014,445
360541,26,3780,588,268,129
360564,29,2114,761,5004,1315
360600,22,1184,287,430,172
360608,26,1316,399,367,185
360612,34,7941,2093,332,106
360615,27,9055,1611,470,206
360630,39,6064,1193,1483,425
360634,29,339,117,193,73
360639,21,1349,356,922,363
360646,32,6461,1551,6290,1568
360647,32,373,169,223,117
