Illumicode,N,Mean GRN,Dev GRN,Mean RED,Dev RED
270296,29,5886,1317,265,86
270370,31,418,103,345,165
270427,25,361,103,2074,493
270497,31,8845,1764,253,109
270528,31,338,86,312,129
270553,41,4033,1174,600,241
270678,40,3486,779,239,100
290010,39,255,113,2321,591
290019,35,2682,615,194,89
290040,29,5792,1207,7180,1502
290093,31,454,145,5304,1147
290095,37,9309,1849,335,106
290113,31,4272,1130,893,298
290128,27,5668,1239,279,104
290301,34,1211,373,3132,468
290332,45,296,139,4763,801
290392,32,7201,1370,40395,3338
290427,36,9705,1705,3066,507
290452,32,3039,700,2937,484
290546,38,3583,609,275,109
290553,24,202,55,2193,436
290593,42,392,126,2940,653
290685,35,681,206,11934,1275
290709,30,307,148,259,113
360066,30,2434,668,241,96
360086,22,550,187,806,253
360152,35,4067,635,952,201
360161,31,3647,706,1331,377
360189,35,333,106,3866,863
360209,26,1114,363,286,125
360224,27,3772,975,287,99
360241,30,261,112,948,422
360291,21,254,94,1392,399
360309,27,5754,1477,251,93
360377,30,8734,1654,3033,527
360397,36,18017,2768,1383,378
360398,25,326,93,295,126
360403,34,531,161,5339,986
360441,37,305,122,2392,443
360450,27,276,95,239,125
360458,27,278,138,613,319
360474,23,5663,1101,279,104
360519,41,2603,496,11661,1460
360537,49,11175,2240,440,137
360541,33,2035,417,1130,280
360564,32,1753,463,4702,1164
360639,33,327,136,1065,268
360671,42,1113,273,16268,2017
380047,40,315,119,1172,313
380059,28,364,108,2990,641
380102,29,1130,245,702,260
380189,41,8541,1789,294,117
380315,29,3037,782,9173,2017
380328,29,6340,941,306,101
380398,29,1874,367,1168,295
380482,29,2357,452,245,89
380519,34,3509,929,254,98
380563,28,508,158,216,94
380626,32,537,148,2826,636
380674,34,259,106,233,78
380681,19,3273,665,6086,516
430026,23,442,145,2268,392
430092,42,921,329,929,314
430152,30,3331,632,1163,327
430196,42,4198,864,3800,692
430242,27,10605,1949,410,102
430324,43,5116,879,5159,734
430390,42,6865,1049,373,135
430400,22,366,158,4058,626
430402,39,972,258,9842,1653
430414,35,15512,2901,534,172
430452,32,513,151,5049,726
430519,36,4600,1019,3619,649
430634,34,559,179,306,101
430647,42,2627,599,1501,360
430736,39,285,107,1260,334
430750,36,505,136,3873,998
430753,37,2751,510,432,178
450020,19,4374,976,239,61
450022,30,819,249,4597,763
450095,33,512,185,887,234
450097,50,5211,1084,3443,634
450132,33,2220,547,243,108
450162,32,2838,647,278,131
450195,29,404,172,1704,654
450202,36,7139,1518,5242,976
450253,29,5973,899,309,115
450411,37,6819,1268,332,131
450494,26,15563,2449,4003,407
450538,30,270,122,198,94
450608,32,281,94,969,281
450653,28,234,95,936,241
450687,35,2341,517,5973,984
450731,37,8733,2143,273,93
450746,40,2646,568,550,238
450768,42,7477,1869,8140,2199
460014,34,8085,1283,9338,1260
460112,18,360,112,171,68
460148,23,297,128,433,208
460180,30,7522,1337,1185,341
460189,34,320,141,1306,330
460242,35,395,111,2101,613
460278,31,2751,844,1636,367
460324,39,12684,2682,406,130
460379,51,486,190,1296,296
460398,27,243,94,2295,427
460452,27,7133,1657,343,154
460523,36,1041,284,2075,396
460528,39,4131,653,11428,1367
460544,35,9157,1981,327,113
460577,25,2258,439,1634,354
460615,27,1505,323,240,126
460632,41,8168,1434,8797,1228
460681,25,487,146,6327,1040
460750,34,286,112,218,90
460753,43,248,95,252,117
510064,38,783,208,4341,956
510068,36,236,95,225,108
510113,19,3594,824,16015,2372
510156,38,8507,1954,371,156
510168,26,2442,627,5029,928
510202,36,207,74,460,169
510204,33,390,137,1919,592
510278,36,488,135,6342,1037
510296,39,7055,1590,4374,777
510367,28,7625,1177,289,96
510470,28,1213,348,727,210
510538,50,4946,1140,5331,975
510546,25,6708,1177,309,109
510563,22,252,82,413,148
510601,25,803,279,514,157
510646,28,361,112,2747,629
510672,35,11626,2876,1244,276
510711,36,358,108,1901,320
510736,24,4919,1267,427,201
520092,21,4881,676,3515,763
520192,26,10517,1800,390,151
520202,25,5871,1100,1266,140
520373,34,4235,766,806,186
520433,29,378,95,3051,587
520487,25,1278,328,224,79
520541,27,1032,194,4086,804
520563,29,4761,1482,272,113
520592,39,435,161,1875,548
520626,30,743,272,282,118
540017,33,299,118,544,250
540048,36,11228,2483,1723,317
540168,47,3954,1195,1653,472
540181,24,541,198,2910,850
540192,27,331,111,4325,575
540193,23,349,119,244,155
540242,41,11552,2411,1801,465
540296,39,392,128,205,80
540561,34,245,86,214,103
540600,32,273,121,196,91
540609,31,6649,1172,18172,1993
540671,30,8497,1768,360,120
540681,22,6936,1862,342,143
540731,32,3599,659,1113,407
540739,35,1854,412,10082,1682
540743,33,1265,354,1156,217
580010,20,264,101,270,143
580148,26,3551,790,244,100
580164,27,285,121,1235,278
580189,33,6011,961,1000,273
580324,31,219,109,237,96
580332,31,11540,2323,253,81
580338,16,391,137,2030,511
580358,40,9911,1903,421,141
580468,21,4540,1139,2805,545
580474,37,10355,1883,471,162
580707,27,2708,771,1113,318
580725,40,15302,2554,2134,415
580746,29,271,94,913,208
610072,27,787,169,350,172
610110,33,1515,421,8023,1316
610195,24,7117,1102,869,324
610220,33,4834,864,1980,501
610332,32,745,198,10061,1243
610343,28,282,95,220,97
610433,39,868,226,6069,881
610437,39,587,152,3537,596
610484,32,214,115,235,134
610541,34,302,105,6890,898
610594,31,626,189,5720,989
610598,32,319,143,246,126
610681,24,219,91,312,111
610722,20,242,112,426,113
610735,30,4755,1022,254,95
630021,33,231,102,1235,266
630047,29,257,127,235,113
630154,34,400,158,6833,1204
630292,36,6306,1295,351,125
630433,45,7728,1159,324,143
630537,26,10874,1936,851,205
630541,28,272,124,250,116
630639,34,14709,1939,2602,487
630689,28,529,160,3770,1343
630717,34,381,129,19058,1630
630735,35,595,144,3911,967
650139,38,3165,902,3886,956
650242,26,6933,1396,2301,531
650292,18,315,169,1516,383
650315,35,282,135,586,279
650372,33,238,85,209,71
650468,29,3760,736,271,130
650546,31,632,180,209,84
650554,37,270,129,231,105
650601,50,5265,1200,304,118
650725,25,484,113,10821,1027
650762,26,8442,2373,674,196
670053,26,256,86,249,118
670075,28,1264,274,11084,929
670138,22,3966,1248,2639,691
670240,18,553,102,233,105
670324,28,946,192,279,136
670341,25,287,110,3389,683
670368,31,2945,647,2204,389
670369,30,4120,670,325,149
670386,32,7508,1512,302,124
670400,25,808,234,3189,599
670497,28,260,93,2167,397
670598,22,273,139,258,115
670711,22,327,109,6005,1040
730047,37,620,190,4939,815
730088,33,8087,1822,1635,378
730093,37,433,149,3974,695
730102,26,1886,542,243,116
730154,25,1349,454,6552,1575
730204,30,324,135,3522,781
730300,28,817,242,421,158
730360,28,7968,1363,2546,601
730367,25,3434,564,6056,970
730369,44,8824,1636,353,127
730400,29,4774,755,238,128
730414,23,232,114,235,110
730470,27,352,120,3032,496
730477,33,6203,1225,693,220
730484,39,6754,1479,291,110
730546,22,223,71,1494,278
730561,25,8921,1613,367,132
730577,29,2392,629,1291,413
730692,34,3451,1042,233,111
730743,41,252,119,817,283
770037,33,2401,576,302,141
770100,13,524,115,2421,828
770161,27,9374,1482,337,126
770280,29,486,155,5471,762
770408,27,2663,684,200,62
770411,44,231,113,283,121
770438,14,580,218,355,143
770458,35,448,136,6227,1136
770605,39,603,185,5021,877
770674,30,6983,1220,1187,240
770689,36,6902,1302,303,117
770725,29,5664,852,4038,653
770762,34,14707,3190,18086,1934
780041,36,9607,2289,658,231
780093,33,2668,514,13339,2094
780154,29,264,89,237,118
780195,55,2088,525,1005,294
780228,40,7814,1737,386,152
780431,23,6834,1305,279,96
780433,27,7174,1579,2633,682
780445,27,5630,1018,25527,3044
780500,23,6543,1671,7767,1008
830017,25,2761,512,274,95
830070,35,1736,354,462,122
830091,29,335,71,7524,1430
830102,32,354,113,252,103
830184,38,7908,1470,303,104
830228,34,277,118,928,364
830326,25,8852,1696,338,129
830465,30,15492,2840,15360,2111
830482,34,2041,507,919,202
830519,30,5313,651,356,111
830592,29,7358,1288,362,109
830601,23,681,142,6771,891
830609,38,718,201,15411,1939
830630,29,1030,267,511,183
830730,38,397,156,1037,383
840037,24,5508,1736,2234,637
840209,42,7965,1159,7803,1037
840411,34,1278,247,637,213
840437,34,2234,700,7592,1861
840475,33,7024,937,3857,682
840484,43,4091,753,1833,431
840543,38,1317,440,308,138
840612,20,8331,2351,1932,497
840670,38,3819,719,29281,3000
840739,35,6333,1154,259,105
870019,30,4408,815,770,292
870110,33,499,219,9588,1379
870121,30,8503,1678,505,177
870162,23,5170,1335,232,55
870184,42,9668,1983,361,147
870253,33,215,78,201,89
870259,25,4269,1059,226,96
870270,31,10777,2042,401,156
870324,32,486,206,1508,253
870382,23,2130,501,198,46
870435,27,244,107,235,82
870437,45,13428,2821,24123,3143
870458,30,442,168,409,161
870482,31,286,140,242,106
870600,38,494,127,301,94
870709,44,520,133,2195,641
870731,41,7840,1632,286,125
940164,33,374,150,4641,1015
940184,43,4245,1039,4972,929
940189,39,1886,393,802,326
940202,37,239,92,449,174
940292,28,3032,707,3278,786
940315,35,12069,2154,325,116
940358,29,337,118,3424,705
940470,32,8129,1373,319,129
940474,29,7960,2008,2166,673
940619,33,453,129,2418,478
940671,36,904,305,7032,982
940681,27,1221,439,251,122
940711,33,4695,963,314,121
990121,28,1035,258,3723,844
990379,20,232,114,255,128
990446,26,201,98,365,135
990520,41,7818,1144,313,123
990615,24,5906,1122,350,169
990730,28,295,122,343,171
1010128,29,461,136,5009,826
1010129,34,3910,682,4465,576
1010136,33,3331,458,4152,661
1010139,31,2076,486,6780,1722
1010161,37,4587,1092,307,121
1010180,35,4783,1062,322,160
1010202,31,265,153,211,98
1010288,23,7782,1258,398,178
1010349,25,289,131,1998,543
1010372,42,4537,1151,544,230
1010382,40,277,93,718,246
1010392,34,361,137,3071,670
1010403,29,3602,957,1909,554
1010482,37,272,103,533,205
1010600,21,450,175,801,255
1010605,37,845,273,3349,865
1010674,26,256,83,2338,565
1010747,37,965,234,7611,1066
1030022,30,4500,971,6051,705
1030068,26,3016,715,2061,714
1030093,33,288,108,828,222
1030102,34,702,297,2920,578
1030187,21,397,99,3897,857
1030193,42,263,100,995,209
1030288,40,3666,776,4826,1175
1030296,30,1650,409,635,190
1030333,29,2350,833,1901,737
1030372,34,5066,725,301,157
1030373,28,7487,1142,290,111
1030482,28,326,96,1488,387
1030537,30,10508,1875,435,112
1030554,28,3019,631,210,81
1030736,12,241,85,702,177
1050025,28,4452,1042,280,139
1050100,34,6096,1368,245,107
1050132,41,3718,953,1587,379
1050280,27,186,75,260,92
1050296,39,8314,1395,332,113
1050333,34,7608,1238,361,85
1050347,29,449,130,4138,642
1050402,34,371,116,9308,1678
1050470,27,432,157,227,66
1050593,38,4199,771,5939,766
1050609,44,1384,315,251,103
1050681,34,10958,2171,299,107
1050687,24,258,109,836,185
1050736,30,2522,624,262,116
1050746,22,2674,650,264,94
1070040,33,3612,753,1962,456
1070044,20,7717,1450,286,103
1070048,26,4337,847,254,106
1070053,26,4287,1042,2347,655
1070070,29,529,133,4763,1090
1070100,27,5420,957,333,126
1070204,30,1022,224,564,164
1070241,20,243,91,266,147
1070286,24,539,141,6858,962
1070356,38,1399,426,6962,1466
1070369,24,8308,1373,455,121
1070373,27,245,74,1570,469
1070411,35,6569,1184,407,152
1070446,32,6276,1206,284,94
1070474,32,1724,421,283,131
1070475,41,3143,613,6290,1034
1070543,35,4679,680,276,137
1070605,33,2997,734,249,117
1070707,19,281,123,224,93
1070717,41,5105,1124,327,134
1070725,38,308,120,490,150
1110064,27,338,134,231,87
1110066,30,608,142,3675,689
1110072,30,302,108,224,82
1110082,33,265,87,262,130
1110114,36,7035,1143,293,113
1110131,32,5685,1215,291,122
1110181,40,353,107,1955,409
1110292,30,948,199,3614,743
1110372,30,5131,1026,2515,510
1110440,31,2498,501,228,85
1110441,36,3312,762,707,241
1110564,25,287,90,214,92
1110719,29,345,90,3357,631
1170040,22,301,125,381,116
1170066,25,1484,293,754,185
1170086,23,357,87,2079,511
1170189,25,7035,1775,364,100
1170360,35,348,117,2012,546
1170441,28,267,97,2325,587
1170537,33,4195,1000,3640,749
1170538,39,3879,999,2367,751
1170608,28,248,91,290,110
1170634,29,6389,1493,668,286
1170646,27,2647,485,213,84
1170707,32,849,188,2474,647
1170717,27,728,220,284,115
1170731,27,1547,265,233,69
1190070,40,4223,1058,276,114
1190152,27,3420,655,569,176
1190292,25,4530,716,713,223
1190333,37,5891,1486,2798,540
1190370,33,10227,2275,4670,956
1190450,23,6328,1464,242,94
1190538,32,5421,816,352,135
1190609,31,3185,884,293,132
1190709,40,8565,1585,290,133
1230021,31,4397,1177,1272,315
1230044,32,240,91,1214,340
1230048,29,289,122,1296,311
1230148,20,253,97,785,295
1230164,35,8208,1478,2712,535
1230170,36,314,139,780,267
1230201,23,376,146,1170,478
1230270,25,5039,1516,348,136
1230368,23,5392,1019,2415,421
1230491,26,258,97,894,265
1230554,36,7142,1512,252,107
1230594,18,804,206,254,110
1230630,36,2432,594,2920,625
1230725,29,1505,443,10568,1970
1230731,24,2197,519,220,89
1240040,41,12572,2089,588,165
1240064,28,497,159,3482,636
1240086,41,14370,2464,2219,482
1240220,39,3383,871,1597,405
1240300,33,5833,1315,280,120
1240424,37,4412,992,4001,826
1240427,20,8403,1031,506,152
1240435,25,447,130,615,165
1240482,37,11383,2231,529,186
1240524,36,353,128,389,187
1240546,47,3354,938,544,269
1240605,40,344,88,224,92
1260017,33,275,122,188,71
1260025,28,272,95,9626,1282
1260026,27,8761,2062,7020,1518
1260068,40,6982,1419,5757,965
1260091,37,10785,2167,309,106
1260121,30,276,152,215,80
1260187,30,5528,1017,279,145
1260253,31,3225,664,240,76
1260327,36,7752,1752,4689,859
1260370,31,3487,783,291,140
1260392,41,3394,665,25017,3469
1260414,19,8963,2041,16424,1427
1260424,39,304,136,272,123
1260463,34,11754,1902,1588,390
1260477,26,9977,974,374,116
1260537,24,1728,377,521,252
1260722,22,2461,718,297,116
1300020,34,4781,900,3557,755
1300040,33,349,149,985,330
1300041,33,245,99,342,98
1300059,30,287,103,271,128
1300086,25,474,154,239,127
1300255,33,2686,536,267,91
1300327,29,1119,247,185,97
1300372,28,3961,674,282,116
1300519,23,353,106,1015,365
1300544,16,7452,1070,453,156
1300553,31,570,182,4294,1422
1300609,30,9954,2450,349,147
1300689,22,993,326,936,366
1340014,27,255,96,2005,449
1340025,21,370,154,1298,287
1340037,37,3182,840,4294,745
1340041,31,382,117,4597,834
1340088,30,471,143,8173,1100
1340167,22,7163,1415,381,121
1340327,39,6561,1321,9309,1543
1340360,31,4246,1248,2539,784
1340471,35,271,124,211,85
1340487,29,473,150,1501,282
1340626,25,856,234,842,151
1340678,34,451,131,8729,1197
1340725,21,559,168,268,139
1400053,47,411,178,10978,1948
1400056,26,659,236,4070,857
1400059,34,6903,1228,292,114
1400064,24,560,149,9370,1675
1400070,20,4551,1461,379,144
1400112,34,1716,508,4685,925
1400121,32,9600,2173,675,198
1400154,40,4947,1174,294,112
1400181,38,3939,962,253,106
1400255,48,899,264,8594,1442
1400333,34,316,109,2831,589
1400360,31,319,107,4630,1446
1400373,35,1767,313,219,82
1400474,31,357,124,2336,357
1400482,19,306,127,1867,337
1400554,31,810,215,525,174
1400592,30,1538,404,240,114
1400609,37,1619,448,845,223
1400626,36,303,120,5045,1384
1400634,21,346,80,1045,343
1410025,38,10926,2456,346,143
1410079,23,1036,303,306,122
1410095,34,10027,1607,315,148
1410112,21,289,125,990,294
1410113,39,399,107,232,97
1410128,35,6633,1193,21581,2286
1410168,41,253,125,259,126
1410192,28,258,92,499,204
1410246,30,7701,1364,4039,608
1410332,33,12407,2448,731,266
1410408,37,317,160,1001,202
1410452,34,543,159,3236,921
1410471,30,558,171,575,220
1410500,41,4032,1059,1764,445
1410519,30,6075,1142,966,281
1410600,24,504,158,1883,439
1410630,29,676,135,200,74
1410646,36,327,109,1078,360
1410722,38,357,146,4117,654
1410743,41,11230,1938,12593,1740
1430044,33,2243,553,8542,1798
1430048,31,5764,1019,2105,223
1430059,32,9478,1958,4943,1014
1430093,38,3522,669,512,147
1430148,30,7500,1302,3073,637
1430154,38,530,158,8766,1465
1430209,31,340,70,1140,316
1430341,31,396,128,1734,461
1430390,48,266,134,1178,312
1430427,26,460,151,4820,784
1430500,36,6656,1227,1947,552
1430523,37,195,95,274,92
1430538,39,381,150,2833,570
1430608,20,275,120,4474,943
1430639,35,1426,237,1155,306
1430689,21,208,85,255,94
1440064,36,316,139,1476,498
1440102,6,214,38,1201,216
1440112,32,250,81,272,154
1440253,29,280,117,2052,496
1440328,33,379,156,6598,1291
1440356,34,3048,534,686,158
1440424,30,3752,1243,639,178
1440475,27,287,103,269,109
1440564,26,2482,690,1968,466
1440603,32,1470,354,474,176
1440619,43,5468,1105,376,136
1440736,32,5575,1114,310,138
1440747,33,6214,1599,1816,642
1450189,28,271,76,316,119
1450215,25,6198,1871,3465,856
1450273,29,3572,898,282,117
1450278,40,5193,917,274,121
1450307,45,4212,1192,2327,629
1450373,37,7180,1834,335,126
1450398,44,1442,317,884,283
1450687,33,5411,963,315,117
1450730,29,6073,905,364,161
1450735,14,264,150,4768,909
1470037,29,5753,1109,268,86
1470114,47,6651,1501,2343,644
1470167,32,415,129,226,87
1470228,23,5436,1665,351,196
1470292,25,1174,218,2721,547
1470349,28,421,159,343,144
1470392,34,4737,797,2518,595
1470397,26,9040,1838,298,101
1470538,44,499,199,3075,908
1500021,35,2570,583,8427,1961
1500128,37,1448,345,738,271
1500138,35,301,109,337,148
1500164,24,2395,568,954,243
1500170,25,312,142,768,219
1500240,31,605,156,2395,452
1500546,37,294,109,2664,553
1500554,33,584,158,235,104
1500646,41,270,103,3547,643
1500689,36,11749,2486,434,114
1500743,34,8849,2459,4972,689
1500750,24,2519,485,210,107
1510025,35,5374,1131,3683,573
1510026,36,7245,1840,514,194
1510040,36,13005,3061,373,158
1510161,22,5064,1098,7370,910
1510176,35,3184,923,264,123
1510220,29,2892,726,9650,1480
1510246,38,3149,718,280,118
1510296,37,381,158,3392,780
1510349,25,2447,530,182,89
1510360,31,355,109,1939,307
1510400,22,228,77,317,123
1510403,40,1243,326,229,109
1510463,23,2770,478,2688,415
1510468,22,1820,519,302,162
1510577,49,727,188,5437,935
1510685,35,290,138,1551,385
1510722,32,3396,704,289,119
1510725,18,1209,297,577,83
1570010,30,500,157,7176,1464
1570066,29,1483,344,2149,568
1570070,30,2407,546,366,134
1570138,25,1904,513,1022,303
1570142,29,266,115,272,99
1570154,28,266,122,869,271
1570192,42,1462,502,1006,356
1570209,25,577,277,775,289
1570286,37,326,129,2768,568
1570288,34,645,167,4267,803
1570291,31,460,156,220,77
1570296,23,255,69,1415,374
1570364,32,393,121,2801,622
1570376,30,329,131,1342,504
1570468,25,7925,1218,290,107
1570470,37,3626,605,2283,408
1570537,34,351,118,2297,497
1570630,33,365,116,10518,1305
1570685,27,348,116,3303,909
1570768,31,1788,445,714,186
1580014,31,8319,1390,368,140
1580047,22,3797,680,1758,291
1580048,36,341,131,4124,782
1580068,21,5707,1083,1908,466
1580121,38,263,104,424,198
1580154,38,345,107,2510,619
1580189,33,3394,1229,4557,1437
1580326,38,4471,967,502,148
1580328,34,4860,1151,1994,398
1580356,47,15038,2310,8998,1331
1580382,27,4148,479,236,101
1580538,31,863,188,5508,1037
1580609,26,10300,1562,270,108
1580634,33,385,103,3249,542
1580672,32,324,93,7539,1180
1580711,20,250,83,232,67
1660022,34,5625,1255,305,114
1660037,29,1730,358,1441,527
1660162,34,8926,1600,271,98
1660195,37,10145,2355,394,145
1660338,26,800,182,13235,1371
1660427,39,1844,448,6320,1408
1660431,32,8965,1774,353,127
1660438,19,5590,1218,670,168
1660451,30,277,86,7877,1307
1660470,36,8606,1923,7711,1177
1660474,32,655,234,1475,413
1660546,44,4970,1145,2590,497
1660598,33,2909,568,1186,272
1660603,22,9839,1776,428,105
1660681,36,7653,1499,3944,598
1660685,29,4112,803,3364,551
1660747,27,6633,951,185,60
1660753,32,5699,1239,2373,461
1690047,25,1958,384,1614,394
1690093,28,5248,985,4430,701
1690332,30,11795,3292,621,219
1690348,43,5013,1163,1569,526
1690379,28,723,165,6304,1363
1690390,36,15393,2111,491,176
1690600,44,724,217,13490,2011
1690639,31,317,152,4684,872
1690681,40,280,125,1341,455
1710017,30,359,135,3445,551
1710040,35,242,117,352,162
1710148,31,3952,1049,2981,482
1710215,32,8710,1426,4915,686
1710228,28,8600,2107,300,119
1710301,37,274,127,178,77
1710376,19,368,125,2048,556
1710400,38,274,117,303,137
1710519,26,2030,519,3410,595
1710609,27,371,114,249,150
1710685,31,7177,1082,307,113
1710687,38,269,103,354,126
1710711,26,847,284,3181,775
1710739,31,3643,824,1617,387
1740022,41,438,121,4050,700
1740040,30,295,122,2186,431
1740093,32,346,148,276,131
1740193,37,546,203,3795,813
1740241,43,11615,2111,9005,1395
1740307,31,489,144,4787,478
1740392,28,286,115,219,98
1740414,29,512,180,318,148
1740437,31,2910,496,258,115
1740445,37,2959,587,8107,1223
1740528,25,4718,662,6094,852
1740541,36,393,133,2432,611
1740592,23,520,167,482,192
1740731,24,273,112,192,67
1770014,30,567,185,472,158
1770097,38,1691,446,244,109
1770131,37,6996,1224,290,97
1770201,31,323,78,165,53
1770403,35,527,211,494,226
1770484,37,9181,2599,698,249
1770491,30,1669,296,481,159
1770600,41,5231,948,4834,857
1770612,34,499,181,1570,437
1770672,32,321,95,4749,629
1770768,48,1284,363,5592,1080
1780026,29,463,185,415,146
1780079,24,4844,1230,2792,497
1780095,28,1628,444,219,99
1780102,35,6820,1048,392,138
1780162,36,475,157,3558,695
1780176,31,3789,805,240,129
1780224,30,4055,690,2134,350
1780270,31,3834,614,233,104
1780338,28,4153,768,254,87
1780369,26,214,80,210,79
1780376,27,537,200,1985,693
1780411,41,354,134,248,114
1780437,29,9450,1382,462,204
1780445,34,329,117,1552,513
1780553,24,6346,1398,341,142
1780593,37,4617,929,341,123
1780615,25,320,136,296,119
1780747,26,4765,966,226,101
1780762,30,277,152,2574,811
1820092,36,8252,1836,347,169
1820113,27,769,212,572,177
1820187,20,2927,712,6883,1075
1820241,33,4375,1049,1654,384
1820255,35,595,187,14702,2228
1820273,24,10064,1808,3004,504
1820274,34,472,129,1692,429
1820324,32,315,136,257,134
1820338,25,1100,390,203,99
1820348,34,792,220,7225,1448
1820360,24,243,73,707,201
1820372,32,4188,737,296,128
1820414,31,906,228,507,164
1820475,21,4253,728,280,138
1820487,25,7817,1312,255,117
1820524,26,292,128,4844,776
1820592,32,3904,815,10391,1667
1820603,32,290,105,213,75
1820722,30,6285,1700,916,261
1820739,34,6446,1208,3508,738
1850010,15,1803,449,849,226
1850070,31,10342,1296,3191,608
1850088,24,289,113,220,107
1850112,35,470,147,3809,610
1850128,33,226,102,3293,439
1850168,27,2400,474,827,299
1850240,37,325,111,2643,447
1850291,30,4280,1079,1813,342
1850376,33,5301,855,5005,628
1850392,29,6715,1772,540,221
1850408,21,3991,659,7041,884
1850471,32,3351,585,2023,468
1850474,34,9315,2202,1781,382
1850537,26,839,248,5048,543
1850594,18,282,74,1299,261
1850603,31,295,97,3521,538
1850608,26,2023,568,461,194
1850619,28,2124,419,1498,364
1850754,31,4202,909,3468,691
1940164,23,384,234,1838,393
1940202,16,244,109,934,231
