Illumicode,N,Mean GRN,Dev GRN,Mean RED,Dev RED
1940286,23,2610,511,274,101
1940379,37,6850,739,471,160
1940392,22,954,257,510,172
1940400,24,2317,444,984,236
1940414,26,793,297,837,269
1940450,26,1051,214,12001,1434
1940491,25,477,117,405,151
1940564,31,461,132,7958,1017
1940626,29,1599,361,308,189
1940685,15,4041,624,2129,327
1940736,30,7513,1525,241,62
1980164,44,482,151,3022,638
1980278,28,507,151,4460,962
1980327,37,6788,939,4188,874
1980369,31,353,123,10477,1359
1980370,30,854,195,1809,500
1980379,30,236,109,226,136
1980382,33,295,118,988,268
1980392,39,19062,3843,2844,453
1980519,56,289,123,2880,806
1980632,29,325,116,4733,1080
1980707,38,536,138,5236,959
1980711,30,2417,566,308,124
1990167,34,2621,755,818,277
1990253,28,13454,2133,3331,654
1990278,38,3238,679,1856,475
1990370,37,5446,952,323,135
1990386,32,12295,2496,2356,575
1990470,27,281,117,448,95
1990475,23,8027,1251,410,143
1990477,40,280,116,1244,243
1990594,34,9272,1594,427,148
1990731,18,9656,1509,281,49
2000026,30,2246,523,8803,1417
2000041,23,8767,2218,806,211
2000139,37,5538,904,403,168
2000196,30,254,103,223,91
2000202,33,9777,2151,322,117
2000241,33,8174,1518,1683,443
2000253,27,5044,1509,8095,1610
2000300,31,4657,1157,349,140
2000369,41,4880,969,3369,622
2000379,14,273,54,1330,236
2000470,35,8227,1759,391,138
2000543,29,260,155,202,98
2000593,32,363,127,4451,1390
2000678,30,246,90,264,117
2000731,37,571,164,5866,1215
2000747,22,3291,1030,249,133
2030113,31,5328,1337,267,104
2030154,20,423,131,675,196
2030215,31,3407,969,1647,454
2030296,32,9036,1961,321,130
2030367,34,1802,464,2008,366
2030377,27,4489,850,8381,1299
2030563,39,429,150,3785,670
2030612,22,3931,700,223,114
2030626,34,380,148,234,118
2030689,27,244,77,3101,511
2060041,29,3796,1039,1771,486
2060056,29,4328,849,250,96
2060138,35,330,126,1762,427
2060162,32,3842,625,293,89
2060201,36,3647,818,274,137
2060241,33,9265,1625,365,159
2060274,31,2857,625,9991,1711
2060288,35,310,118,242,102
2060309,38,6493,1538,319,146
2060390,32,6303,1156,306,124
2060400,35,3769,737,1195,265
2060523,34,2465,489,576,164
2060626,24,1607,310,322,103
2060647,35,551,182,1958,580
2060706,33,289,96,243,80
2060736,32,4040,869,301,134
2070014,36,1362,413,209,69
2070025,29,13333,2806,366,132
2070037,39,5262,1332,308,131
2070112,24,994,164,3255,610
2070131,32,348,123,6676,1123
2070176,26,6640,546,320,124
2070181,32,2723,740,3230,715
2070202,21,742,123,8268,979
2070239,27,248,104,266,144
2070240,35,2755,645,3766,707
2070369,40,3802,869,4883,835
2070537,35,1809,606,3004,847
2070593,42,640,186,15236,1816
2070609,31,1599,353,270,131
2070678,29,260,146,244,80
2070747,34,318,138,446,149
2070762,29,7674,1836,279,102
2100040,40,4811,1012,22810,2543
2100093,29,3819,947,261,77
2100168,20,589,150,3868,628
2100300,21,2489,727,212,39
2100367,25,346,126,3132,527
2100504,31,303,138,253,95
2100593,29,3087,440,3290,496
2100731,30,4358,897,225,68
2120037,32,4996,970,3236,486
2120040,31,5386,829,3516,563
2120068,18,1649,241,5823,538
2120138,23,899,176,255,94
2120154,38,390,111,8640,1166
2120228,30,330,133,1203,301
2120278,30,3924,512,1469,349
2120356,38,5515,1018,3160,647
2120491,31,233,104,240,113
2120551,24,3407,988,239,100
2120647,52,7003,1456,3621,528
2120709,32,297,119,215,81
2190113,39,320,177,3269,563
2190128,31,311,104,235,91
2190133,35,10641,2163,2665,618
2190240,46,288,132,2411,583
2190259,19,3345,608,288,113
2190301,31,1078,292,559,184
2190309,28,318,161,257,89
2190356,32,258,98,6552,1016
2190369,24,7879,1697,5387,652
2190474,31,3927,1091,259,109
2190543,41,2092,663,351,180
2190561,28,385,155,226,101
2190608,33,539,191,12012,1732
2190672,30,443,115,3529,611
2190687,32,535,159,2073,519
2190719,30,2314,390,224,100
2230040,28,419,180,311,144
2230341,50,7893,1719,523,187
2230348,34,225,93,2233,523
2230451,30,1908,493,1967,379
2230519,29,596,190,3161,840
2230639,31,7447,1827,22434,3009
2230678,33,7353,1269,1249,302
2230685,31,1092,309,227,107
2260010,36,2212,462,1659,530
2260021,21,286,109,1339,398
2260022,32,430,166,223,88
2260059,29,3458,820,2053,469
2260066,34,6239,1988,2010,552
2260133,31,336,100,5068,883
2260148,26,422,165,2073,376
2260156,25,4214,1048,234,155
2260162,30,298,132,215,90
2260164,34,929,214,291,116
2260193,24,209,116,287,164
2260301,35,5183,1314,261,112
2260315,26,249,90,227,71
2260360,27,9753,2289,376,157
2260471,40,5707,1384,302,115
2260537,32,536,131,242,100
2260646,36,7051,990,4707,786
2260647,28,292,117,3548,505
2260711,33,3238,828,1473,282
2260747,27,2275,613,218,89
2320044,31,372,127,249,107
2320114,45,21981,4325,9991,1167
2320273,28,4390,604,324,116
2320300,30,2361,411,263,97
2320347,36,1170,328,222,82
2320356,24,696,111,187,63
2320358,37,6762,1412,2191,499
2320372,31,7809,1306,330,146
2320431,36,10201,2429,651,337
2320435,30,4526,796,866,277
2320546,40,2188,373,3098,542
2320551,38,4948,1025,306,126
2320563,22,6626,952,3487,602
2320601,35,1073,273,5394,974
2320612,33,298,98,1129,495
2320678,29,3483,736,1455,309
2320685,31,317,148,526,185
2320731,34,435,170,1179,330
2340037,22,2588,719,1556,258
2340047,21,3650,818,1031,276
2340161,36,1757,388,334,158
2340246,38,478,171,13121,1725
2340288,40,299,133,8166,1040
2340328,34,804,263,2507,820
2340333,35,428,98,6315,862
2340379,38,372,157,5723,1245
2340386,28,3228,419,5744,693
2340520,34,272,125,229,125
2340608,31,316,117,2805,606
2340615,35,312,136,5034,639
2340754,36,247,109,216,81
2350075,31,13111,3580,283,66
2350121,28,421,129,3226,818
2350204,40,277,117,233,124
2350356,29,544,170,4500,1081
2350368,42,379,88,234,111
2350376,31,3762,958,11101,2151
2350379,25,323,101,1667,444
2350402,27,335,132,1390,503
2350477,19,3756,400,311,116
2350543,22,9647,1089,314,94
2350554,26,480,215,3678,634
2350561,46,3005,864,13781,2082
2350678,29,5560,1167,3335,603
2350711,30,10379,2539,298,76
2350730,34,5362,1146,5724,827
2360113,28,1462,322,13867,2116
2360121,36,6080,1370,746,294
2360129,27,931,284,2644,643
2360324,36,2547,721,294,138
2360367,27,4316,927,1704,486
2360491,25,3963,677,930,241
2360500,28,8005,1695,386,108
2360521,32,7632,1969,344,135
2360538,40,8733,1598,416,132
2360630,20,413,158,3863,909
2360632,33,8591,1654,8745,877
2370129,30,907,323,1368,415
2370189,34,3236,628,1845,520
2370193,35,342,143,395,156
2370291,33,378,130,246,99
2370338,28,277,95,296,138
2370373,40,1455,301,508,195
2370433,28,2457,718,784,280
2370474,30,5147,1151,264,106
2370603,36,9699,1716,6370,1346
2370608,42,6840,1397,383,135
2370671,21,472,155,5080,1207
2370687,32,349,147,1886,345
2450022,29,9534,1364,4996,681
2450162,22,231,85,182,83
2450176,25,310,151,343,157
2450192,38,1245,253,3179,613
2450220,24,3945,484,278,107
2450255,28,272,114,245,93
2450307,28,1920,375,882,212
2450369,37,11718,2707,610,205
2450470,25,13579,2573,380,137
2450519,43,1407,452,451,154
2450646,35,510,142,3972,920
2450743,24,5964,1259,307,121
2450750,28,474,132,2660,775
2450767,26,739,216,5166,1071
2470048,26,232,68,242,127
2470053,36,1275,354,852,307
2470131,33,821,299,10335,2196
2470156,37,4383,1371,5758,1253
2470170,34,455,203,385,157
2470215,31,15658,2764,4206,761
2470241,25,6881,793,298,158
2470324,25,5468,662,253,89
2470326,34,603,181,13538,1910
2470343,36,521,182,218,98
2470370,32,4152,1150,280,125
2470386,22,1979,485,286,101
2470427,21,1157,349,999,344
2470438,28,355,146,1103,292
2470450,30,307,121,483,178
2470487,37,277,123,250,125
2470497,29,374,138,2137,473
2470553,31,6920,1005,402,181
2470577,30,6185,1718,2406,637
2470609,29,387,115,311,144
2470692,22,3697,736,1339,237
2470703,30,12551,2777,663,220
2470725,37,2559,602,3965,684
2470731,26,2165,472,272,102
2480025,30,6593,1426,279,114
2480128,26,3835,866,224,88
2480170,38,289,124,2319,504
2480292,36,3830,760,274,119
2480296,28,4347,861,253,126
2480307,35,277,106,5447,772
2480309,27,598,125,2677,680
2480424,28,578,185,5834,1524
2480433,31,314,104,2075,514
2480440,27,764,175,567,213
2480475,32,294,124,3478,667
2480487,30,298,135,239,97
2480546,37,3189,732,243,85
2480575,28,512,222,5047,920
2480605,34,331,128,3045,727
2480609,24,1978,532,619,220
2480725,24,250,100,201,86
2490053,37,1777,507,1167,364
2490129,32,3220,563,20981,2504
2490138,34,239,125,276,102
2490161,11,301,119,618,264
2490224,25,3909,872,321,140
2490240,30,733,184,670,263
2490300,34,347,158,268,131
2490343,35,2045,319,266,107
2490367,38,14747,2865,1535,289
2490377,32,4702,1208,1122,308
2490382,34,2065,526,1040,270
2490433,23,276,79,1346,587
2490497,30,3541,1016,249,96
2490524,26,336,112,1809,362
2490554,32,572,148,2204,560
2490605,34,5443,1246,293,112
2490615,25,1357,326,6771,869
2490685,34,12355,2739,3139,506
2510014,42,3775,827,9511,1708
2510026,32,5859,1404,14288,2412
2510086,47,2779,822,2798,671
2510093,33,318,124,284,94
2510102,27,7198,1607,6087,1022
2510139,30,312,119,2915,499
2510156,32,3609,782,1587,303
2510209,27,2411,496,2539,502
2510324,27,425,161,2120,627
2510349,26,544,104,9654,1362
2510360,39,5684,1502,273,132
2510364,30,2019,420,1160,288
2510400,30,687,164,1973,400
2510519,26,7394,1470,315,93
2510543,34,239,86,238,80
2510605,22,1505,311,10735,1252
2510653,29,6375,1239,2916,663
2570026,28,3238,899,213,76
2570082,28,8796,1901,306,121
2570161,33,10863,1949,9586,1075
2570180,30,3299,772,1283,400
2570201,37,6565,1655,11035,1910
2570239,32,275,112,212,86
2570341,31,6335,758,306,96
2570370,35,13324,2795,1802,362
2570372,33,286,103,1029,232
2570538,41,2285,579,1027,275
2570551,28,4270,862,605,178
2570553,37,354,97,1543,316
2570615,30,528,149,764,220
2570706,35,315,117,1572,363
2570730,34,287,139,3335,1107
2600053,37,1554,319,6015,797
2600059,34,1130,368,10994,2128
2600136,31,464,128,1625,290
2600176,36,300,115,3286,944
2600192,33,728,194,429,205
2600204,19,251,93,270,129
2600241,33,431,151,1680,422
2600368,35,239,91,268,124
2600382,29,1308,305,277,142
2600519,28,3951,987,279,121
2600520,49,8706,1701,1063,396
2600554,29,9985,2083,363,151
2630022,30,242,87,233,94
2630154,47,7263,1600,6120,987
2630156,26,2053,473,213,85
2630168,31,1760,475,1176,319
2630301,31,212,82,350,107
2630315,30,2808,979,1516,563
2630333,26,5003,1007,364,118
2630372,35,5249,1064,275,97
2630463,32,6641,767,296,109
2630593,40,4619,991,3601,715
2630717,26,514,116,625,242
2640048,11,253,85,328,133
2640180,24,379,126,6850,1200
2640255,29,2461,606,746,334
2640343,42,2665,755,302,120
2640349,24,700,177,582,200
2640382,34,624,176,1466,522
2640386,28,6287,1478,313,134
2640431,38,359,139,2027,441
2640520,31,1563,462,282,150
2640554,40,6082,1292,389,222
2640673,37,2119,515,2572,617
2640711,26,291,74,797,206
2650020,41,5215,1325,2904,642
2650021,17,284,124,244,81
2650100,29,310,121,2580,528
2650181,28,4952,916,4298,742
2650196,34,5928,1082,337,125
2650286,29,4702,965,266,136
2650296,31,256,127,8595,1148
2650332,28,8625,1543,3449,445
2650390,44,10340,1579,406,161
2650438,28,1780,425,1108,320
2650494,36,2264,537,348,169
2650497,28,521,124,5823,887
2650553,33,1086,329,3792,1110
2650605,35,287,130,2220,473
2650612,34,7466,1303,4206,652
2650670,24,2858,661,297,125
2650687,36,6681,1044,271,94
2650706,35,253,99,302,154
2680091,34,9920,1642,701,204
2680142,36,865,275,695,196
2680240,24,1318,319,255,122
2680241,40,470,129,291,126
2680291,22,7948,872,325,93
2680327,25,279,135,2003,455
2680364,26,400,132,4508,835
2680482,39,3648,773,1820,325
2680561,39,2980,591,1492,389
2680605,36,3982,1090,1783,424
2680619,32,4936,894,3148,599
2680647,31,3847,882,1488,271
2680753,28,1948,502,697,213
2690139,31,305,147,281,128
2690154,31,5338,1197,325,149
2690180,30,2856,584,7751,1231
2690187,38,472,196,356,151
2690433,29,3653,960,741,172
2690487,29,216,86,1422,328
2690519,27,4997,1364,299,155
2690577,23,430,168,1117,241
2690682,22,2810,493,617,156
2690687,25,275,122,2868,614
2690725,32,283,112,262,91
2690731,35,273,96,660,156
2690750,35,404,158,2932,743
2690762,20,356,136,883,277
2690767,25,387,126,5921,1055
2710020,40,10731,2236,268,91
2710059,32,5273,1237,2280,510
2710128,27,2954,664,1974,587
2710167,23,449,141,8673,730
2710192,35,312,124,10403,1259
2710307,37,8085,1946,391,147
2710372,30,253,78,189,84
2710468,28,1612,410,238,100
2710646,33,669,207,1697,453
2710681,42,582,161,9884,1585
2750041,36,1932,392,297,181
2750053,31,275,114,6253,778
2750066,30,322,112,190,84
2750070,23,308,149,4183,804
2750114,24,356,197,672,270
2750131,33,271,103,689,195
2750136,29,9752,1772,612,162
2750156,31,344,122,2791,408
2750259,37,693,195,7645,1191
2750270,29,1929,404,944,247
2750273,44,5565,1195,3026,463
2750327,33,483,156,3507,505
2750372,31,11432,1882,5385,1176
2750411,30,326,135,289,133
2750440,32,4489,1149,13746,2272
2750487,25,13216,2309,1005,270
2750538,33,237,86,2203,443
2750575,30,5652,1454,298,100
2750603,31,5725,1053,10174,1112
2750685,45,11873,1986,264,118
2750709,24,2189,519,247,108
2760021,31,11082,1815,514,175
2760025,32,3581,504,254,70
2760026,35,379,156,1027,299
2760059,36,4234,970,253,84
2760091,43,2798,557,23477,3028
2760132,31,312,118,275,125
2760180,28,884,305,1044,269
2760209,41,7245,1442,7159,1158
2760356,35,7752,1775,371,161
2760402,27,5690,1578,3274,864
2760520,35,9044,1667,1739,377
2760523,28,5258,1263,281,123
2760561,29,2705,539,7106,1187
2760593,30,275,142,311,119
2810022,31,6254,1306,334,126
2810041,36,423,125,1373,402
2810070,33,6364,1226,266,87
2810088,36,311,125,265,114
2810184,32,1032,305,4765,1095
2810220,33,5493,1010,367,148
2810274,31,8532,1722,271,103
2810328,31,705,150,11839,1579
2810349,31,7200,1212,346,146
2810437,30,3563,931,276,129
2810445,34,5634,807,6829,1096
2810520,26,836,280,680,183
2810543,28,4589,1106,2300,461
2810593,26,307,125,202,82
2810594,39,227,105,830,367
2810632,33,342,138,5221,992
2810669,30,236,94,204,70
2810674,25,354,133,5838,906
2850068,53,1324,324,20527,2875
2850110,26,1412,245,247,113
2850131,29,2117,536,345,142
2850309,32,7566,1310,312,92
2850326,28,244,121,241,77
2850349,26,1525,334,266,117
2850376,33,268,92,3026,591
2850397,35,1519,454,172,74
2850450,33,5114,906,297,100
2850538,23,317,113,1281,297
2850594,26,262,93,1097,338
2850671,34,570,145,6794,992
2850719,37,6242,1113,3732,469
2850746,40,689,179,3973,672
2900040,29,4838,936,273,100
2900187,41,651,215,1094,316
2900195,27,5371,1411,1476,292
2900239,23,3835,594,1601,372
2900338,41,8176,2286,362,122
2900386,34,5379,1429,287,113
2900497,25,3470,660,283,150
2900561,30,364,100,2860,702
2900564,25,10983,2302,17885,2331
2900647,24,363,114,1328,345
2900671,29,4497,1240,292,132
2940017,22,221,98,7337,740
2940114,42,382,130,6895,1440
2940121,26,229,100,249,114
2940176,34,341,99,3815,623
2940180,33,3255,338,254,78
2940196,22,641,165,8026,1244
2940253,36,353,148,1792,373
2940274,42,10312,1937,348,133
2940286,23,227,80,411,137
2940403,37,764,163,7854,1292
2940523,33,510,199,3160,748
2940546,24,2400,601,259,85
2940553,25,3395,937,1774,426
2940561,20,9942,1110,3390,707
2940575,36,4086,949,1494,497
2940577,23,7930,1961,3879,1099
2940615,20,365,143,200,101
2940674,33,6467,1238,292,99
2940746,41,433,147,3811,785
2970020,23,4490,719,293,87
2970044,24,4137,1051,628,218
2970048,33,4850,989,2849,466
2970066,32,669,215,664,152
2970129,26,339,78,4451,709
2970202,40,4530,629,10808,1451
2970253,37,4642,1232,7255,1499
2970315,31,6018,1410,310,141
2970338,39,307,127,2712,587
2970364,23,2018,485,1537,372
2970392,41,280,116,2081,534
2970446,31,3623,697,232,65
2970520,38,11984,2509,339,138
2970612,29,2900,689,899,229
2970681,29,244,78,232,110
2970730,33,1684,481,1358,384
2970736,31,258,121,887,262
2970762,30,648,202,6250,663
3060092,24,353,128,1390,404
3060136,35,5897,1597,1935,439
3060196,27,841,255,420,180
3060291,31,2900,635,249,133
3060360,34,6772,1311,337,125
3060373,28,687,229,7261,1220
3060402,49,12527,1939,530,166
3060427,40,7324,1453,282,79
3060450,42,5918,977,3415,474
3060494,30,551,210,468,184
3060524,32,402,165,3040,756
3060543,27,1035,264,569,172
3060593,31,296,125,345,145
3060653,28,7575,2220,1211,363
3060687,27,433,132,228,112
3060717,28,9569,1988,481,146
3120075,26,1106,279,306,137
3120102,28,8344,1438,5406,1107
3120138,29,7996,924,331,84
3120156,20,326,103,191,66
3120193,24,6033,1231,370,132
3120195,26,2458,590,10410,1264
3120309,27,318,129,1720,346
3120411,34,2353,509,3471,713
3120500,46,775,203,13478,1692
3120554,38,421,157,5808,888
3120609,33,965,271,304,131
3120612,21,205,101,203,77
3120674,28,284,138,1586,465
3120711,28,464,148,5223,691
3120730,19,6333,1022,797,258
3120735,29,4755,664,278,94
3130097,34,4166,904,15801,1954
3130239,31,5402,1285,319,139
3130280,33,13151,3556,311,102
3130300,48,319,125,2524,642
3130309,30,5575,999,294,129
3130360,38,21721,4189,2046,414
3130368,29,465,229,2553,632
3130370,26,6079,866,282,114
3130504,37,382,152,1334,340
3130639,31,4903,930,235,116
3130653,30,7087,876,227,93
3130671,27,4542,639,1053,297
3130753,37,281,95,1176,398
3140022,18,1903,512,239,81
3140086,30,6669,960,292,125
3140091,23,354,153,1279,402
3140138,34,232,126,1335,475
3140148,25,6249,620,279,146
3140152,25,224,87,209,77
3140180,33,1426,356,538,121
3140192,28,3098,522,244,96
3140278,24,378,159,2461,468
3140360,23,3540,817,205,112
3140689,31,324,115,1834,433
3140707,32,3001,427,280,138
3140767,33,11464,2942,682,218
3170059,40,977,228,11808,1516
3170066,33,4106,1202,6380,1240
3170086,44,6573,1362,283,111
3170204,24,276,128,1536,430
3170209,24,3914,940,251,91
3170392,50,9116,1807,325,180
3170446,33,298,97,221,98
3170519,28,892,204,251,125
3170563,24,11684,2301,505,90
3170600,34,409,167,3498,698
3170609,39,13250,2753,1987,549
3170687,37,8092,1591,6546,1101
3180021,25,14008,2321,736,221
3180075,27,543,122,591,167
3180113,34,1868,414,224,97
3180139,33,6468,1490,1369,353
3180408,41,14916,2949,485,141
3180431,38,258,89,227,100
3180471,28,392,152,2570,649
3180541,37,7203,1330,238,99
3180546,22,388,126,1901,301
3180592,32,6820,1258,291,103
3180601,26,729,249,331,99
3180670,33,406,141,1954,468
3180681,24,287,150,2285,825
3190040,29,3395,712,240,99
3190128,24,357,147,210,93
3190156,32,2476,660,807,285
3190161,40,475,132,4832,839
3190168,28,1584,561,930,221
3190189,30,9310,1491,285,86
3190195,30,307,117,545,195
3190224,24,2739,529,1514,384
3190347,25,490,191,3266,537
3190348,35,423,153,1241,307
3190458,33,469,202,3148,882
3190561,39,2610,548,1299,394
3190598,25,1127,289,9342,1753
3190626,24,7438,2292,400,234
3190647,32,488,164,2648,558
3190709,27,10520,1362,771,218
3290035,34,4014,1289,5157,1319
3290133,27,552,134,239,92
3290167,26,1056,336,6337,1324
3290180,31,596,247,293,100
3290202,23,3238,904,297,113
3290220,28,11995,2011,3684,811
3290259,26,4477,934,263,132
3290288,31,1356,488,5578,863
3290341,36,11364,1853,247,101
3290398,33,364,139,1263,333
3290747,18,222,81,1001,333
3290750,17,7036,1308,355,134
3310113,29,6227,1140,290,118
3310187,27,7509,1219,522,132
3310241,32,2077,476,744,248
3310280,32,8696,2166,397,131
3310301,32,325,87,4005,843
3310348,26,263,88,228,122
3310358,32,291,112,1022,304
3310368,32,297,98,1925,391
3310408,19,300,129,242,86
3310411,39,354,137,3368,384
3310446,27,330,100,4119,746
3310474,33,356,145,1471,456
3310487,29,277,120,1158,390
3310528,32,3371,686,216,93
3310543,43,6653,1463,3917,721
3310634,34,6248,1253,14598,3007
3310767,42,284,94,3609,780
3360021,23,609,304,1088,267
3360142,31,713,154,4570,1004
3360181,24,2636,646,1445,355
3360241,32,5439,1294,263,102
3360370,32,8155,1467,326,90
3360386,24,462,123,10137,2023
3360424,33,460,132,1828,351
3360431,40,844,203,10619,1647
3360762,20,1537,392,4294,990
3370170,27,333,170,1539,421
3370397,30,6452,1249,268,112
3370470,20,2152,533,231,79
3370594,31,276,138,429,176
3370603,27,7377,1424,410,144
3370719,28,1721,560,6773,1378
3390014,34,1592,403,1843,502
3390091,28,301,100,2056,498
3390162,29,238,94,221,87
3390201,28,644,164,6390,1335
3390270,32,8692,1113,371,119
3390286,30,1157,372,5802,1311
3390372,26,1021,209,240,86
3390386,24,4337,975,240,136
3390431,36,455,180,2917,732
3390435,16,1678,274,194,73
3390468,28,7882,1360,1206,342
3390524,32,7228,1448,282,103
3390632,31,6452,1490,264,122
3390685,29,443,117,1273,305
3390687,29,10989,1976,4366,785
3390717,30,1795,537,246,127
3390731,29,2364,696,2182,644
3390750,31,2667,538,17346,1958
3400019,26,2143,520,293,103
3400100,31,323,113,222,70
3400164,24,257,100,477,143
3400168,26,277,95,984,384
3400274,30,2886,436,266,119
3400332,35,4388,1100,6914,1306
3400367,34,222,113,824,254
3400433,32,472,170,209,74
3400504,26,207,95,444,161
3400538,39,753,235,350,156
3400563,26,410,120,1424,481
3400681,39,1804,411,227,102
3400725,32,4573,985,248,81
3420025,45,4495,984,2264,516
3420044,31,5875,1435,2619,650
3420064,39,4401,768,257,113
3420224,23,5770,1161,256,78
3420239,34,524,118,10665,782
3420369,39,15483,3537,880,272
3420403,20,403,195,5254,884
3420435,31,12135,2787,486,170
3420441,32,3103,782,3785,872
3420465,31,9749,1657,752,260
3420482,29,9231,2252,411,172
3420500,25,6654,1024,4673,631
3420670,34,7319,1368,3628,555
3420672,27,497,195,4236,646
3440048,36,1559,424,4830,917
3440064,29,944,259,373,123
3440097,36,3532,840,911,274
3440102,25,594,257,573,247
3440133,32,350,132,3210,697
3440167,43,266,106,672,242
3440274,40,354,184,479,197
3440288,26,4722,958,304,103
3440435,29,3895,1027,9688,1921
3440463,24,5027,651,316,89
3440487,32,5432,702,5439,593
3440500,33,472,176,403,208
3440524,30,276,127,2203,454
3440528,25,9852,2170,1690,416
3440577,27,319,141,1779,324
3440601,22,11632,2280,465,158
3440630,46,522,168,6633,1459
3450047,31,1808,518,1066,374
3450079,32,6275,1341,280,114
3450092,37,332,147,838,310
3450093,33,226,106,2296,553
3450100,32,15485,3161,4298,1069
3450209,26,312,108,1043,326
3450253,42,505,166,6705,917
3450333,40,4995,817,24364,3312
3450377,28,4086,978,30844,3796
3450437,29,3967,812,2423,478
3450575,36,241,116,239,113
3450598,39,257,86,265,126
3450601,24,2497,519,1365,370
3450639,29,1881,408,909,279
3450646,31,656,204,218,97
3460025,24,603,134,5578,1125
3460100,32,3697,992,961,388
3460113,23,2143,418,859,240
3460274,38,4524,716,4389,786
3460301,37,8601,1847,5915,988
3460390,26,2550,798,1059,272
3460440,31,2613,639,1282,286
3460445,36,10306,1877,405,135
3460458,37,605,221,5871,1247
3460541,23,1761,488,2465,515
3460564,28,1659,595,236,109
3460653,26,6929,1454,2474,401
3460692,38,14457,2301,4148,782
3460739,36,666,200,11271,1559
3520092,26,1984,319,882,220
3520100,31,6190,1197,481,165
3520136,33,6596,1571,332,145
3520195,28,577,189,3645,511
3520228,31,10201,1546,6204,985
3520278,28,9427,1844,1060,366
3520292,41,4443,870,5957,1203
3520349,29,3800,899,268,107
3520494,25,233,107,683,232
3520497,26,249,99,2091,602
3520520,23,6331,1373,326,130
3520521,28,320,106,4168,1075
3520537,31,791,217,18723,2348
3520592,37,3264,779,2107,567
3520619,41,6137,1604,2991,636
3520639,29,3363,588,898,302
3520671,31,1262,255,861,228
3520722,33,8869,1947,1054,233
3520746,30,3935,906,1437,279
3610025,35,270,80,1584,278
3610053,28,4678,1191,258,110
3610133,32,3250,621,252,116
3610167,37,344,138,4528,546
3610176,36,433,187,7163,1303
3610189,36,3635,839,337,130
3610253,37,1553,258,245,97
3610343,45,1419,314,333,130
3610372,28,5874,851,355,132
3610397,52,9540,2393,456,135
3610424,31,4111,1063,382,189
3610427,36,422,123,3055,559
3610524,34,5907,1066,248,88
3610603,28,307,120,215,97
3610615,22,10846,1822,2595,622
3610674,18,528,81,4602,699
3610707,31,4985,933,315,115
3610722,26,3486,654,3059,612
3610743,23,6872,1658,6535,1243
3710154,33,20111,4621,2017,384
3710202,32,1358,408,659,164
3710241,40,1321,403,604,266
3710246,23,365,120,4077,659
3710253,28,2989,526,235,89
3710358,20,6385,1880,337,200
3710370,28,3663,778,276,124
3710382,31,410,109,1442,235
3710445,30,4942,1363,257,112
3710564,29,2679,571,4591,814
3710707,46,520,125,5102,839
3710717,35,265,110,776,234
3710768,27,3910,542,282,124
3780056,27,303,100,233,79
3780114,27,5938,1356,723,205
3780192,28,278,92,784,222
3780224,20,7242,1456,423,210
3780368,35,5087,878,287,116
3780468,42,3071,812,1559,392
3780477,32,9323,1834,356,108
3780601,38,773,221,504,167
3780603,29,503,178,3108,524
3780609,25,885,165,1839,502
3780647,38,8120,1772,412,154
3780707,37,369,127,186,85
3780717,31,1234,229,2566,544
3800019,17,252,58,1100,394
3800088,33,13858,2980,497,184
3800224,42,3044,679,1655,414
3800259,35,311,121,2453,672
3800424,37,7993,1805,12165,1799
3800452,36,4796,1191,10177,2159
3800463,26,272,125,1232,261
3800468,25,320,95,2936,759
3800605,27,5068,1099,310,146
3800670,41,4494,1104,284,126
3830037,35,240,122,691,237
3830133,26,2490,607,242,108
3830274,31,3999,600,1264,271
3830296,25,270,116,262,119
3830364,22,3818,578,12329,1352
3830424,32,1393,276,299,157
3830433,22,5388,982,278,105
3830497,27,265,108,1107,279
3830543,37,3175,828,764,221
3830551,26,826,260,6492,680
3830594,38,653,146,9561,1224
3830598,30,2496,539,301,126
3830689,32,333,116,7433,705
3830762,31,5761,833,252,102
3840022,26,657,145,356,114
3840168,41,452,142,3316,655
3840184,30,239,102,236,104
3840408,41,9222,2258,3872,1029
3840437,27,5808,924,332,149
3840438,39,7836,1742,436,176
3840458,23,5184,846,234,84
3840494,39,6033,1068,4385,609
3840563,26,216,95,278,128
3840703,38,6155,1445,5777,1237
3840707,29,834,236,6091,1134
3840736,29,237,101,217,111
3840739,28,3784,767,2661,516
3840746,28,4082,914,214,76
3850037,32,1899,329,228,92
3850181,29,2751,578,247,100
3850189,46,1082,292,228,103
3850192,31,9505,2163,6458,1294
3850209,32,346,129,229,122
3850356,40,230,114,306,118
3850360,38,7821,1733,320,141
3850392,23,262,127,240,90
3850458,24,5161,1092,323,103
3850554,34,698,236,1062,437
3850608,29,9943,1748,252,76
3850703,26,345,121,3522,676
3850709,18,320,123,196,78
3850717,31,2389,796,216,84
3850754,25,352,129,285,127
3870037,31,4071,516,848,230
3870082,34,227,94,221,112
3870192,31,4381,1158,799,373
3870224,36,389,123,535,236
3870270,29,9174,1648,414,150
3870474,18,1117,426,335,136
3870593,25,345,96,9400,1471
3870725,39,4100,974,584,306
3890021,30,314,139,239,89
3890044,31,415,126,3093,671
3890047,26,223,97,763,185
3890068,32,255,112,168,76
3890154,34,3698,912,3997,755
3890209,26,9627,1683,8281,1060
3890224,25,454,158,1590,447
3890341,27,288,108,1360,349
3890364,33,9218,1336,466,173
